str_no_string|NO STRING!
str_lord_mission_failed_quarrelsome|你 失 败 了 ？ 呸 ！ 我 早 就 该 猜 到 会 是 这 样 的 。 
str_lord_mission_failed_pitiless|你 失 败 了 ？ 好 吧 ， 你 令 我 感 到 很 失 望 。 你 做 事 太 欠 考 虑 了 。 
str_lord_mission_failed_cunning|好 吧 ， 我 很 失 望 ， 但 是 没 有 人 能 保 证 总 是 顺 风 顺 水 的 。 
str_lord_mission_failed_sadistic|真 的 吗 ？ 那 些 令 我 失 望 的 人 ， 我 通 常 都 不 会 让 他 们 活 着 为 此 事 后 悔 的 。 
str_lord_mission_failed_goodnatured|哦 ， 好 吧 。 不 管 怎 么 说 ， 那 件 事 成 功 的 希 望 不 大 。 谢 谢 你 付 出 的 努 力 。 
str_lord_mission_failed_upstanding|很 好 ， 我 确 信 你 已 经 尽 全 力 了 。 
str_lord_follow_refusal_default|跟 随 你 ？ 你 忘 了 你 的 身 份 了 吧 ， {先 生 /夫 人 }。 
str_lord_follow_refusal_martial|也 许 有 一 天 你 能 成 为 一 个 勇 敢 且 值 得 尊 敬 的 战 士 ， 那 时 候 我 将 跟 随 你 。 但 是 不 是 今 天 。 
str_lord_follow_refusal_quarrelsome|跟 随 像 你 这 样 的 人 ？ 我 可 不 想 这 么 做 。 
str_lord_follow_refusal_pitiless|像 我 这 样 的 领 主 不 会 跟 随 像 你 这 样 的 人 ， {先 生 /夫 人 }。 
str_lord_follow_refusal_cunning|首 先 你 要 向 我 证 明 一 下 你 不 是 那 种 会 把 我 带 进 灾 难 的 {人 /人 }， 然 后 我 也 许 会 跟 随 你 。 
str_lord_follow_refusal_sadistic|不 行 ！ 相 反 ， 你 得 跟 着 我 就 像 条 被 调 教 的 恶 狗 跟 着 它 主 人 一 样 。 
str_lord_follow_refusal_goodnatured|呃 ， 我 现 在 正 好 有 任 务 在 身 。 以 后 再 说 吧 。 
str_lord_follow_refusal_upstanding|你 得 先 证 明 你 是 个 好 的 领 导 者 ， 然 后 我 才 会 跟 着 你 。 
str_lord_insult_default|低 级 混 混 
str_lord_insult_martial|不 光 彩 的 流 氓 
str_lord_insult_quarrelsome|道 德 败 坏 的 杂 种 
str_lord_insult_pitiless|出 身 低 微 的 小 人 物 
str_lord_insult_cunning|粗 心 的 白 痴 
str_lord_insult_sadistic|流 鼻 涕 的 坏 蛋 
str_lord_insult_goodnatured|讨 厌 的 家 伙 
str_lord_insult_upstanding|可 耻 的 恶 棍 
str_rebellion_dilemma_default|[物 品 ]
str_rebellion_dilemma_martial|{s45}显 然 搞 错 了 。 虽 然 我 向 {s46}宣 誓 ， 但 如 果 他 的 王 位 是 篡 夺 而 来 的 话 ， 这 并 不 能 约 束 我 一 定 得 帮 助 他 。 
str_rebellion_dilemma_quarrelsome|嗯 。 {s46}从 来 没 有 给 我 我 应 得 的 东 西 ， 所 以 我 并 不 认 为 我 欠 他 很 多 。 无 论 如 何 ， 也 许 {s45}不 是 更 好 ， 而 {s46}至 少 人 们 都 知 道 。 
str_rebellion_dilemma_pitiless|嗯 。 {s45}说 他 是 真 正 的 王 位 继 承 人 。 这 很 好 — — 这 让 我 对 {s46}不 再 忠 诚 。 但 我 还 是 得 仔 细 掂 量 我 的 决 定 。 
str_rebellion_dilemma_cunning|嗯 。 我 向 {s46}宣 誓 效 忠 ， 对 于 我 们 这 些 普 通 人 来 说 ， 那 样 的 誓 言 并 没 有 什 么 力 量 。 我 们 的 责 任 是 用 我 们 自 己 的 才 能 管 理 ， 不 折 不 扣 执 行 命 令 ， 以 及 防 止 所 有 可 能 的 战 争 
str_rebellion_dilemma_sadistic|嗯 。 在 这 个 坏 透 了 的 世 界 ， 一 个 贤 人 必 须 要 为 他 自 己 考 虑 ， 就 和 其 他 人 一 样 。 那 么 — — 从 这 里 面 我 能 得 到 什 么 ？ 
str_rebellion_dilemma_goodnatured|我 不 知 道 该 说 什 么 。 我 向 {s46}宣 誓 认 可 他 为 法 定 的 统 治 者 ， 但 如 果 他 不 是 法 定 的 统 治 者 ， 我 不 知 道 我 是 否 还 受 誓 言 的 限 制 。 
str_rebellion_dilemma_upstanding|很 麻 烦 。 宣 布 我 对 {s46}的 效 忠 无 效 且 没 用 是 件 很 严 重 的 事 情 ， 而 解 除 联 盟 会 让 我 们 的 领 地 从 没 落 成 为 无 政 府 状 态 。 我 还 是 保 证 会 支 持 继 承 的 合 法 ， 而 {s45}依 然 对 王 位 拥 有 有 效 的 主 张 。 
str_rebellion_dilemma_2_default|[物 品 ]
str_rebellion_dilemma_2_martial|另 一 方 面 ， {s46}在 战 火 和 和 平 中 都 领 导 着 我 们 ， 而 我 不 想 宣 布 放 弃 效 忠 。 
str_rebellion_dilemma_2_quarrelsome|那 么 告 诉 我 ， 我 为 什 么 要 对 我 所 认 识 的 那 杂 种 倒 戈 相 向 ， 让 我 所 不 认 识 的 {reg3?人 :那 杂 种 }获 利 ？ 
str_rebellion_dilemma_2_pitiless|被 询 问 我 将 立 谁 为 这 片 领 土 的 {reg3?统 治 者 :国 王 }， 会 让 我 处 于 一 种 非 常 危 险 的 境 地 。 然 而 那 也 将 成 为 大 好 的 时 机 ， 对 我 来 说 获 取 回 报 也 是 我 的 权 益 ！ 
str_rebellion_dilemma_2_cunning|{s46}已 被 质 疑 ， 因 此 他 将 不 能 像 那 些 统 治 权 没 有 被 质 疑 的 人 那 样 政 权 稳 定 。 然 而 如 果 {s45}用 武 力 取 得 王 位 ， {reg3?她 :他 }将 不 会 像 那 些 和 平 取 得 王 位 的 人 那 样 政 权 稳 定 。 
str_rebellion_dilemma_2_sadistic|如 果 我 在 {reg3?她 :他 }还 暗 弱 的 时 候 加 入 {s45}， {reg3?她 :他 }将 让 我 发 一 笔 ， 但 如 果 我 把 你 的 人 头 带 给 {s46}他 将 给 我 更 多 的 回 报 。 
str_rebellion_dilemma_2_goodnatured|{s46}待 我 不 薄 ， 然 而 他 的 确 对 {s45}做 的 不 对 。 我 在 犹 豫 断 绝 我 对 {s46}的 效 忠 ， 然 而 我 还 是 不 认 为 支 持 非 正 义 的 一 方 是 正 确 的 。 
str_rebellion_dilemma_2_upstanding|我 觉 得 我 必 须 为 了 领 地 尽 力 做 任 何 事 情 ， 来 避 免 它 因 为 内 战 而 被 敌 人 掠 夺 并 且 荒 废 掉 。 
str_rebellion_prior_argument_very_favorable|我 已 经 听 说 了 一 些 关 于 支 持 你 继 承 王 位 的 争 论 ， 我 很 乐 意 支 持 你 。 
str_rebellion_prior_argument_favorable|我 已 经 听 说 了 一 些 关 于 支 持 你 继 承 王 位 的 争 论 ， 我 很 乐 意 支 持 你 。 
str_rebellion_prior_argument_unfavorable|我 已 经 听 到 了 一 些 支 持 你 的 候 选 人 获 得 王 位 的 意 见 ， 而 我 并 不 认 可 这 些 意 见 。 
str_rebellion_prior_argument_very_unfavorable|我 已 经 听 到 了 一 些 支 持 你 的 候 选 人 获 得 王 位 的 意 见 ， 但 是 我 不 同 意 其 中 大 部 分 的 意 见 。 
str_rebellion_rival_default|[物 品 ]
str_rebellion_rival_martial|你 的 支 持 者 {s44}曾 经 质 疑 过 我 的 勇 气 和 荣 誉 ， 我 期 待 着 与 他 在 战 场 上 见 面 ， 在 那 里 我 会 让 他 收 回 自 己 的 话 。 
str_rebellion_rival_quarrelsome|你 在 和 {s44}共 事 。 他 是 个 只 会 推 脱 责 任 的 奸 诈 小 人 ， 我 根 本 不 会 相 信 他 。 
str_rebellion_rival_pitiless|看 起 来 你 获 得 了 {s44}的 支 持 … … 这 家 伙 只 是 个 软 蛋 ， 他 不 配 得 到 一 块 封 地 ， 他 也 是 我 讨 厌 的 人 之 一 。 
str_rebellion_rival_cunning|{s44}， 那 个 支 持 你 的 人 ， 是 个 好 斗 而 刚 愎 自 用 的 人 ， 只 是 一 个 会 碍 事 的 家 伙 。 
str_rebellion_rival_sadistic|我 可 不 想 和 你 的 支 持 者 {s44}站 在 一 块 ， 那 个 令 人 作 呕 的 伪 君 子 。 
str_rebellion_rival_goodnatured|我 不 想 和 {s44}这 种 以 残 酷 闻 名 的 人 同 搭 一 条 船 。 
str_rebellion_rival_upstanding|你 的 盟 友 {s44}在 我 看 来 是 个 危 险 ， 不 可 靠 ， 而 且 毫 无 原 则 的 人 。 
str_rebellion_argument_favorable|我 尊 重 你 的 一 系 列 意 见 
str_rebellion_argument_neutral|我 发 现 你 的 一 系 列 意 见 不 是 很 吸 引 人 
str_rebellion_argument_unfavorable|我 没 有 觉 得 你 的 一 系 列 意 见 吸 引 人 
str_rebellion_persuasion_favorable|你 的 陈 述 有 说 服 力 
str_rebellion_persuasion_neutral|你 的 陈 述 有 道 理 
str_rebellion_persuasion_unfavorable|你 的 陈 述 不 令 人 相 信 
str_rebellion_relation_very_favorable|我 对 你 本 人 极 为 敬 重 。 
str_rebellion_relation_favorable|我 了 解 并 且 敬 重 你 本 人 。 
str_rebellion_relation_neutral|我 不 了 解 也 不 想 了 解 你 。 
str_rebellion_relation_unfavorable|我 不 信 任 你 。 
str_and_comma_3|此 外 ， 
str_but_comma_3|可 是 ， 
str_and_comma_1|， 并 且 
str_but_comma_1|， 但 是 
str_and_comma_2|。 而 且 ， 
str_but_comma_2|。 虽 然 如 此 ， 
str_rebellion_agree_default|听 候 你 的 差 遣 
str_rebellion_agree_martial|我 已 经 决 定 。 我 要 支 持 {s45}作 为 合 法 的 继 承 人 。 
str_rebellion_agree_quarrelsome|啊 哈 ， 听 上 去 你 说 的 很 在 理 。 反 正 我 从 来 就 不 喜 欢 {s46}， 他 早 就 该 退 位 让 贤 了 。 
str_rebellion_agree_pitiless|你 很 走 运 。 我 已 经 决 定 加 入 你 。 请 别 让 我 以 后 后 悔 这 个 决 定 。 
str_rebellion_agree_cunning|这 是 一 个 危 险 的 抉 择 ， 但 是 经 过 仔 细 考 虑 ， 我 已 经 决 定 加 入 你 。 让 我 们 希 望 这 是 最 好 的 结 果 。 
str_rebellion_agree_sadistic|我 已 经 决 定 了 。 我 会 支 持 你 的 {s45}。 但 是 你 最 好 确 定 {reg3?她 :他 }会 给 我 很 好 的 回 报 ！ 
str_rebellion_agree_goodnatured|好 的 。 我 想 你 的 那 位 会 是 一 个 很 好 的 统 治 者 。 我 要 加 入 你 。 
str_rebellion_agree_upstanding|就 这 样 吧 。 我 的 首 要 任 务 是 为 了 这 个 国 家 ， 不 让 她 被 无 法 之 徒 侵 占 。 我 会 支 持 {s45}， 并 且 断 绝 我 对 {s46}的 效 忠 。 如 果 我 做 错 了 也 希 望 上 天 能 够 原 谅 我 。 
str_rebellion_refuse_default|[物 品 ]
str_rebellion_refuse_martial|我 恐 怕 我 得 让 你 失 望 了 。 {s45}的 主 张 不 错 ， 但 这 还 不 足 以 让 我 背 叛 {s46}。 我 会 继 续 向 我 的 君 主 效 忠 。 
str_rebellion_refuse_quarrelsome|我 的 回 答 是 不 。 {s45}那 个 小 兔 崽 子 没 有 统 治 这 个 国 家 的 能 力 ， 我 依 然 站 在 {s46}这 边 。 
str_rebellion_refuse_pitiless|不 ， 我 不 会 支 持 你 的 叛 乱 的 。 你 的 行 径 无 非 就 是 一 个 被 宠 坏 的 小 屁 孩 想 要 一 个 新 玩 具 ， {s46}是 合 法 的 统 治 者 ， 而 且 是 个 合 格 的 统 治 者 ！ 
str_rebellion_refuse_cunning|原 谅 我 ， 但 我 不 相 信 你 有 机 会 成 功 。 很 多 人 会 因 此 而 死 去 ， 而 我 不 希 望 成 为 他 们 之 中 的 一 员 。 我 想 我 们 得 分 道 扬 镳 了 。 
str_rebellion_refuse_sadistic|不 ， 我 不 会 参 与 这 个 游 戏 。 你 在 为 王 位 奋 斗 ， 但 到 头 来 你 会 被 挂 在 绞 刑 架 上 ， {s46}和 我 将 看 着 你 被 绞 死 。 
str_rebellion_refuse_goodnatured|原 谅 我 ， 但 我 不 应 该 背 叛 {s46}。 我 希 望 你 不 要 对 我 的 拒 绝 怀 恨 在 心 。 
str_rebellion_refuse_upstanding|原 谅 我 ， 但 我 不 认 为 {s45}能 成 为 公 正 的 领 导 者 ， 而 且 我 不 应 该 支 持 一 场 暴 动 。 我 恐 怕 我 得 走 我 自 己 的 路 ， 愿 上 帝 保 佑 我 没 有 走 错 路 。 
str_talk_later_default|[物 品 ]
str_talk_later_martial|现 在 不 是 谈 论 政 治 的 时 候 ！ 我 今 天 带 着 许 多 追 随 我 的 领 主 来 ， 他 们 都 全 副 武 装 ， 你 最 好 去 准 备 作 战 。 
str_talk_later_quarrelsome|你 指 望 现 在 和 我 谈 背 叛 我 君 主 的 事 情 ， 就 在 这 四 周 都 是 他 的 军 队 的 时 候 ？ 你 当 我 是 什 么 ？ 一 个 地 道 的 白 痴 ？ 
str_talk_later_pitiless|闭 嘴 ！ 现 在 四 周 都 是 我 方 的 军 队 ， 此 时 此 地 ， 我 怎 么 会 讨 论 这 件 事 。 
str_talk_later_cunning|此 时 此 地 完 全 不 适 合 进 行 这 样 一 场 谈 话 。 也 许 我 们 可 以 过 一 会 或 者 在 其 它 地 方 再 谈 ， 但 现 在 我 们 依 然 是 敌 人 。 
str_talk_later_sadistic|你 应 该 闭 上 你 的 鸟 嘴 ！ 你 能 想 像 如 果 其 他 的 封 臣 听 到 我 们 讨 论 叛 国 的 事 情 ， 那 个 后 果 有 多 严 重 吗 ？ 
str_talk_later_goodnatured|你 想 和 我 谈 叛 国 的 事 情 是 吗 ？ 还 是 等 我 们 未 被 我 君 主 的 军 队 包 围 的 时 候 再 谈 吧 ， 那 时 候 我 将 听 听 你 要 说 什 么 。 
str_talk_later_upstanding|不 管 我 对 王 位 更 替 的 合 法 性 怎 么 看 ， 我 也 不 会 在 此 时 此 地 拿 出 来 讨 论 。 如 果 我 们 下 次 能 私 下 见 面 的 话 ， 我 将 好 好 听 听 你 的 想 法 。 但 是 现 在 ， 请 把 我 当 作 是 你 的 敌 人 。 
str_gossip_about_character_default|据 说 {s6}没 什 么 有 趣 的 个 性 。 
str_gossip_about_character_martial|据 说 {s6}是 个 战 争 狂 。 
str_gossip_about_character_quarrelsome|据 说 {s6}很 快 就 要 和 另 一 个 领 主 开 战 ， 因 为 那 个 人 拿 他 的 鼻 子 开 玩 笑 。 
str_gossip_about_character_selfrighteous|我 听 说 {s6}处 死 了 一 名 随 从 因 为 那 个 不 幸 的 家 伙 在 他 的 猎 场 里 杀 死 了 一 头 鹿 。 
str_gossip_about_character_cunning|据 说 {s6}是 个 狡 猾 的 对 手 。 
str_gossip_about_character_sadistic|据 说 {s6}喜 欢 折 磨 他 的 敌 人 。 我 可 不 想 和 他 作 对 。 
str_gossip_about_character_goodnatured|据 说 {s6}是 个 好 人 ， 很 善 待 他 领 地 上 的 人 民 。 所 作 所 为 比 大 多 数 贵 族 都 好 。 
str_gossip_about_character_upstanding|人 们 都 说 替 {s6}工 作 是 件 不 错 的 事 。 他 对 他 的 属 下 很 好 ， 如 果 他 们 干 的 好 还 会 有 回 报 。 
str_latest_rumor|你 听 到 关 于 {s6}的 最 近 一 次 传 闻 是 ： 
str_swadian_rebellion_pretender_intro|我 是 立 陶 宛 的 哥 萨 克 大 酋 长 ， 亚 努 什 · 拉 齐 维 乌 亲 王 。 
str_vaegir_rebellion_pretender_intro|我 是 顿 河 哥 萨 克 人 的 首 领 。 人 们 叫 我 斯 捷 潘 · 拉 辛 。 
str_khergit_rebellion_pretender_intro|我 是 克 里 米 亚 格 莱 伊 家 族 的 穆 罕 默 德 。 
str_nord_rebellion_pretender_intro|我 叫 克 丽 丝 蒂 娜 ， 瑞 典 的 第 六 位 女 王 ， 所 有 的 哥 特 人 和 文 德 人 的 女 主 人 。 
str_rhodok_rebellion_pretender_intro|我 叫 伊 凡 · 巴 拉 巴 什 。 是 的 ， 我 就 是 那 个 所 有 人 都 相 信 已 经 死 了 很 久 了 的 哥 萨 克 酋 长 。 
str_swadian_rebellion_pretender_story_1|我 们 拉 齐 维 乌 氏 是 立 陶 宛 大 公 格 季 米 纳 斯 的 后 代 ， 就 像 统 治 过 波 兰 共 和 国 的 亚 盖 隆 氏 一 样 。 跟 我 们 相 比 ， 当 今 的 国 王 们 只 是 只 是 新 来 之 人 ， 他 们 没 权 利 得 到 波 兰 的 王 冠 ， 也 没 权 利 得 到 立 陶 宛 的 。 
str_vaegir_rebellion_pretender_story_1|遵 照 沙 皇 的 命 令 ， 我 曾 对 鞑 靼 人 发 动 过 多 次 突 袭 ， 而 他 又 是 怎 么 表 示 他 的 感 激 的 呢 ？ 我 的 兄 弟 被 以 诽 谤 罪 处 死 了 ， 而 现 在 沙 皇 正 在 搜 捕 我 。 
str_khergit_rebellion_pretender_story_1|我 是 塞 利 亚 麦 特 可 汗 的 长 子 。 直 到 不 久 前 ， 贝 克 奇 撒 莱 的 可 汗 宫 殿 都 还 是 我 合 法 的 住 所 ， 但 是 现 在 ， 土 耳 其 宫 廷 里 的 那 个 苏 丹 ， 就 是 那 个 格 莱 伊 家 的 所 有 人 都 要 对 他 宣 誓 效 忠 的 人 ， 他 认 为 我 不 适 合 我 的 职 位 ， 让 我 弟 弟 伊 斯 兰 替 代 了 我 的 位 置 。 
str_nord_rebellion_pretender_story_1|我 是 古 斯 塔 夫 二 世 · 阿 道 夫 国 王 和 勃 兰 登 堡 的 玛 利 亚 · 艾 丽 诺 的 唯 一 的 女 儿 。 我 一 岁 时 ， 瑞 典 所 有 的 领 地 都 向 我 宣 誓 效 忠 。 作 为 未 来 的 女 王 ， 我 受 到 了 极 好 的 教 育 。 我 掌 握 了 七 种 语 言 — — 德 语 、 荷 兰 语 、 丹 麦 语 、 意 大 利 语 、 西 班 牙 语 、 希 腊 语 和 拉 丁 语 ； 我 读 过 伊 索 、 犹 斯 定 、 李 维 、 恺 撒 ， 以 及 维 吉 留 斯 的 著 作 。 当 我 十 二 岁 时 ， 我 已 经 相 当 精 通 政 治 和 兵 法 了 。 
str_rhodok_rebellion_pretender_story_1|我 是 个 纯 种 哥 萨 克 人 。 我 以 前 是 一 个 团 长 ， 之 后 是 上 校 ， 之 后 当 了 扎 波 罗 热 大 军 的 酋 长 。 在 各 个 时 期 ， 我 都 试 图 和 波 兰 贵 族 们 保 持 和 平 … … 然 而 那 个 陆 军 书 记 官 波 格 丹 · 赫 梅 利 尼 茨 基 却 煽 动 了 谢 契 的 扎 波 罗 热 人 造 反 。 我 统 率 下 的 哥 萨 克 人 们 帮 助 政 府 军 镇 压 了 造 反 ， 但 是 在 黄 水 河 战 役 之 前 ， 赫 梅 利 尼 茨 基 设 法 将 所 有 的 首 领 拉 到 了 他 那 一 边 。 
str_swadian_rebellion_pretender_story_2|波 兰 国 王 是 由 参 议 员 们 选 出 来 的 。 这 便 是 我 们 所 有 的 不 幸 的 根 源 。 波 兰 共 和 国 绝 不 会 成 为 一 个 大 国 ， 直 到 出 现 一 名 真 正 的 国 王 ， 一 个 通 过 流 血 来 得 到 头 衔 的 国 王 ， 而 不 是 一 个 凭 贵 族 们 的 一 时 的 念 头 而 被 选 出 来 的 国 王 。 
str_vaegir_rebellion_pretender_story_2|俄 罗 斯 沙 皇 梦 想 压 制 住 顿 河 一 带 的 所 有 的 自 由 ， 然 而 哥 萨 克 人 会 为 了 自 己 而 站 起 来 的 。 当 一 名 真 正 的 皇 位 继 承 人 到 来 了 ， 我 们 就 会 开 始 起 义 。 就 等 着 瞧 吧 ， 阿 列 克 谢 · 米 哈 伊 洛 维 奇 ！ 
str_khergit_rebellion_pretender_story_2|我 被 废 黜 了 ， 太 不 公 平 了 ！ 伊 斯 兰 · 格 莱 伊 对 国 家 大 事 一 点 也 不 了 解 ， 他 不 支 持 波 兰 共 和 国 ， 而 是 打 算 和 哥 萨 克 人 联 合 。 只 有 和 波 兰 国 王 联 合 ， 我 们 才 能 在 莫 斯 科 的 恶 龙 向 南 方 猛 烈 攻 击 时 ， 把 它 击 退 … … 
str_nord_rebellion_pretender_story_2|为 了 登 上 王 位 ， 我 选 择 保 留 处 女 之 身 ， 这 跟 英 格 兰 的 伊 丽 莎 白 很 像 。 我 选 择 了 我 的 表 哥 普 法 尔 茨 的 卡 尔 · 古 斯 塔 夫 为 我 的 继 承 人 。 然 而 这 个 奸 诈 的 卡 尔 并 不 满 足 时 间 的 自 然 流 逝 ， 他 渴 望 快 点 得 到 王 权 。 
str_rhodok_rebellion_pretender_story_2|在 战 役 的 前 一 夜 ， 他 们 闯 进 入 了 我 的 酋 长 营 帐 ， 幸 亏 有 贵 人 相 告 ， 我 才 逃 得 一 命 。 当 他 们 看 见 了 一 具 被 砍 成 了 许 多 块 的 尸 体 后 ， 就 以 为 我 已 经 死 了 。 那 其 实 是 我 仆 人 的 尸 体 。 你 明 白 我 的 意 思 ？ 赫 梅 利 尼 茨 基 并 没 有 为 我 们 人 民 的 未 来 着 想 ， 他 的 动 机 只 是 为 了 自 己 的 虚 荣 和 复 仇 。 他 在 毁 灭 乌 克 兰 — — 对 此 我 毫 不 怀 疑 。 
str_swadian_rebellion_pretender_story_3|我 需 要 勇 敢 的 人 来 反 对 这 些 侵 略 者 ， 并 恢 复 大 立 陶 宛 。 并 且 我 完 全 有 权 利 ， 因 为 我 是 萨 莫 吉 希 亚 的 长 老 ， 维 尔 纳 的 统 帅 ， 以 及 立 陶 宛 的 哥 萨 克 大 酋 长 ！ 
str_vaegir_rebellion_pretender_story_3|我 会 发 自 肺 腑 地 拖 长 音 呼 喊 加 油 的 口 号 ： “ 拉 纤 绳 啊 ， 用 力 拉 啊 ！ 从 纤 路 啊 ， 到 船 头 啊 ！ ” 但 是 我 在 哪 里 能 找 到 那 个 将 要 索 要 沙 皇 皇 位 的 人 呢 ？ 
str_khergit_rebellion_pretender_story_3|我 在 寻 找 值 得 信 赖 的 盟 友 。 如 果 克 里 米 亚 的 米 儿 们 咱 能 加 入 我 这 一 方 ， 那 么 苏 丹 就 别 无 可 选 ， 只 能 再 一 次 指 定 我 为 可 汗 。 
str_nord_rebellion_pretender_story_3|在 得 到 了 军 队 的 支 持 之 后 ， 他 逼 我 退 位 。 这 可 是 在 我 赢 得 了 三 十 年 战 争 并 且 给 贵 族 们 赠 与 了 迄 今 为 止 都 无 法 想 象 的 特 权 之 后 。 我 确 信 ， 只 要 我 发 出 召 唤 ， 瑞 典 人 就 会 再 一 次 集 结 于 我 的 麾 下 ！ 
str_rhodok_rebellion_pretender_story_3|如 果 我 再 一 次 成 为 酋 长 ， 我 就 能 解 决 与 波 兰 共 和 国 的 问 题 ， 而 乌 克 兰 将 会 在 兄 弟 国 家 的 支 持 下 重 新 繁 荣 ！ 
str_swadian_rebellion_monarch_response_1|如 果 你 和 拉 齐 维 乌 秘 谈 ， 恐 怕 我 得 让 你 失 望 了 。 那 些 萨 莫 吉 希 亚 新 教 徒 很 支 持 他 们 的 同 类 ， 他 们 不 过 是 一 群 自 大 的 立 陶 宛 权 贵 而 已 。 他 们 的 野 心 就 像 他 们 的 钱 包 一 样 鼓 鼓 的 。 
str_vaegir_rebellion_monarch_response_1|是 有 消 息 提 到 过 一 名 哥 萨 克 首 领 ， 叫 什 么 来 着 … … 斯 金 卡 · 拉 辛 ， 呃 — — 据 说 他 在 顿 河 一 带 发 动 叛 乱 。 我 等 不 及 要 在 克 里 姆 林 宫 见 他 了 。 当 然 ， 是 见 被 铁 链 绑 起 来 的 他 。 
str_khergit_rebellion_monarch_response_1|我 看 你 已 经 和 那 个 失 败 的 默 罕 默 德 说 过 话 了 ？ 的 确 ， 他 曾 经 是 可 汗 ， 在 这 个 懦 夫 把 我 们 在 高 加 索 的 土 地 拱 手 让 给 了 沙 皇 后 ， 我 们 伟 大 的 苏 丹 将 可 汗 之 位 交 给 我 了 。 
str_nord_rebellion_monarch_response_1|克 丽 丝 蒂 娜 正 渴 望 王 位 ？ 她 一 直 是 个 我 行 我 素 、 不 顾 后 果 的 人 。 她 差 点 毁 了 这 个 国 家 — — 胡 乱 增 加 贵 族 们 的 头 衔 ， 分 封 王 国 的 国 土 ， 还 挥 霍 无 度 ， 之 后 她 又 突 然 皈 依 了 天 主 教 。 
str_rhodok_rebellion_monarch_response_1|伊 凡 · 巴 拉 巴 什 将 自 己 的 灵 魂 出 卖 给 该 死 的 波 兰 人 已 经 很 久 了 。 为 了 讨 好 波 兰 国 王 ， 他 成 为 陆 军 元 帅 后 ， 对 哥 萨 克 人 狂 征 暴 敛 — — 还 帮 忙 传 播 天 主 教 。 那 个 叛 徒 会 把 乌 克 兰 变 为 波 兰 的 奴 隶 。 
str_swadian_rebellion_monarch_response_2|一 个 连 马 都 没 有 的 波 兰 贵 族 都 比 那 些 维 尔 纳 的 分 裂 教 会 者 更 快 成 为 国 王 。 
str_vaegir_rebellion_monarch_response_2|我 们 罗 曼 诺 夫 氏 是 莫 诺 马 赫 皇 冠 的 合 法 所 有 人 ， 那 些 反 叛 者 们 会 被 剁 手 跺 脚 和 车 裂 。 如 果 你 由 于 愚 蠢 或 意 志 薄 弱 卷 入 了 这 些 事 ， 就 去 保 密 局 坦 白 吧 — — 不 然 就 付 出 代 价 吧 。 
str_khergit_rebellion_monarch_response_2|我 怀 疑 他 回 来 能 不 能 让 这 些 米 儿 咱 高 兴 。 我 的 忠 告 是 忘 了 他 的 存 在 吧 。 唯 一 一 个 渴 望 见 到 他 的 人 ， 是 我 的 新 刽 子 手 
str_nord_rebellion_monarch_response_2|不 管 她 今 天 可 能 会 说 什 么 ， 她 已 经 自 愿 退 位 了 。 她 的 退 位 已 经 被 议 会 正 式 地 接 受 了 ， 而 现 在 连 哥 得 兰 岛 、 奥 兰 群 岛 、 奥 瑟 勒 自 治 市 、 波 美 拉 尼 亚 以 及 其 他 地 区 也 开 始 交 税 了 。 瑞 典 是 新 教 徒 战 士 的 国 家 ， 它 不 需 要 一 个 天 主 教 徒 女 王 。 她 当 自 己 是 英 格 兰 的 伊 丽 莎 白 呢 。 
str_rhodok_rebellion_monarch_response_2|佩 列 亚 斯 拉 夫 议 会 曾 命 令 所 有 哥 萨 克 人 对 莫 斯 科 的 沙 皇 宣 誓 效 忠 。 只 有 在 东 正 教 国 家 的 羽 翼 的 保 护 下 ， 我 们 的 人 民 才 能 真 正 地 自 由 。 相 信 我 ， 我 们 国 家 的 未 来 绝 不 是 和 天 主 教 的 波 兰 联 合 。 只 有 脑 子 有 问 题 的 酋 长 才 会 和 强 大 的 俄 罗 斯 打 仗 … … 
str_credits_1|Mount&Blade^WithFireandSword^Credits:
str_credits_2|Sich Studio (Kiev)^^Project Manager and Video engineer:^Maxim Gorban^^Artists:^Andrei Domrachev^Sergei Shaterny^^Game Design:^Alexei Fedorych^^Written by:^Alexander Trubnikov^^Programmer: ^Vladimir Kushneruk 
str_credits_3|Contributionsby:^Akrit^DavletGiray-khan^Niko^ABC^Rebalancer^Yomen^Bestt^^Specialthanksto:^TotheforumandtheentireSichcommunity?(http://empiretw.ru),^UnicornGamesandNickolaiMatiychuk.^AperionStudio,OlgaBelayaandIgorShegolkovuinparticular^theVaultComputerClubinKiev,^thePlaygroundcomputerclubinMoscow.
str_credits_4|Unicorn Games (Kiev)^^Video engineer:^Nicholas Matiychuk^^Snowberry Connection (Stockholm)^^Executive producer:^Alexander Suslov^^International Marketing:^Pavel Nechaev^Vladimir Tortsov^^Licensing and Business Management:^Catherine Nemova 
str_credits_8|Assistant to the Licensing Department:^Elena Radovskya^^Financial Department:^Alexei Zdorov^^Assistant to the Financial Department:^Andrei Zadorozhniy^^Producer:^Sergei Klimov^^Snowball Studios (Moscow)^^Producer:^Michael Bruhanov 
str_credits_5|Technical Producers:^Michael Bruhanov^Alexander Radkevich^^Editors:^Uliana Erofeeva^Steve Breslin^^Cover Art:^Ganbat Badamkhand^^Artists:^Katherina Ladatko^Alexey Chistov 
