str_no_string|NO STRING!
str_vaegir_rebellion_pretender_intro|我 是 頓 河 哥 薩 克 人 的 首 領 。 人 們 叫 我 斯 捷 潘 · 拉 辛 。 
str_khergit_rebellion_pretender_intro|我 是 克 裡 米 亞 格 萊 伊 家 族 的 穆 罕 默 德 。 
str_nord_rebellion_pretender_intro|我 叫 克 麗 絲 蒂 娜 ， 瑞 典 的 第 六 位 女 王 ， 所 有 的 哥 特 人 和 文 德 人 的 女 主 人 。 
str_rhodok_rebellion_pretender_intro|我 叫 伊 凡 · 巴 拉 巴 什 。 是 的 ， 我 就 是 那 個 所 有 人 都 相 信 已 經 死 了 很 久 了 的 哥 薩 克 酋 長 。 
str_swadian_rebellion_pretender_story_1|我 們 拉 齊 維 烏 氏 是 立 陶 宛 大 公 格 季 米 納 斯 的 後 代 ， 就 像 統 治 過 波 蘭 共 和 國 的 亞 蓋 隆 氏 一 樣 。 跟 我 們 相 比 ， 當 今 的 國 王 們 只 是 只 是 新 來 之 人 ， 他 們 沒 權 利 得 到 波 蘭 的 王 冠 ， 也 沒 權 利 得 到 立 陶 宛 的 。 
str_vaegir_rebellion_pretender_story_1|遵 照 沙 皇 的 命 令 ， 我 曾 對 韃 靼 人 發 動 過 多 次 突 襲 ， 而 他 又 是 怎 麼 表 示 他 的 感 激 的 呢 ？ 我 的 兄 弟 被 以 誹 謗 罪 處 死 了 ， 而 現 在 沙 皇 正 在 搜 捕 我 。 
str_khergit_rebellion_pretender_story_1|我 是 塞 利 亞 麥 特 可 汗 的 長 子 。 直 到 不 久 前 ， 貝 克 奇 撒 萊 的 可 汗 宮 殿 都 還 是 我 合 法 的 住 所 ， 但 是 現 在 ， 土 耳 其 宮 廷 裡 的 那 個 蘇 丹 ， 就 是 那 個 格 萊 伊 家 的 所 有 人 都 要 對 他 宣 誓 效 忠 的 人 ， 他 認 為 我 不 適 合 我 的 職 位 ， 讓 我 弟 弟 伊 斯 蘭 替 代 了 我 的 位 置 。 
str_nord_rebellion_pretender_story_1|我 是 古 斯 塔 夫 二 世 · 阿 道 夫 國 王 和 勃 蘭 登 堡 的 瑪 利 亞 · 艾 麗 諾 的 唯 一 的 女 兒 。 我 一 歲 時 ， 瑞 典 所 有 的 領 地 都 向 我 宣 誓 效 忠 。 作 為 未 來 的 女 王 ， 我 受 到 了 極 好 的 教 育 。 我 掌 握 了 七 種 語 言 — — 德 語 、 荷 蘭 語 、 丹 麥 語 、 意 大 利 語 、 西 班 牙 語 、 希 臘 語 和 拉 丁 語 ； 我 讀 過 伊 索 、 猶 斯 定 、 李 維 、 愷 撒 ， 以 及 維 吉 留 斯 的 著 作 。 當 我 十 二 歲 時 ， 我 已 經 相 當 精 通 政 治 和 兵 法 了 。 
str_rhodok_rebellion_pretender_story_1|我 是 個 純 種 哥 薩 克 人 。 我 以 前 是 一 個 團 長 ， 之 後 是 上 校 ， 之 後 當 了 扎 波 羅 熱 大 軍 的 酋 長 。 在 各 個 時 期 ， 我 都 試 圖 和 波 蘭 貴 族 們 保 持 和 平 … … 然 而 那 個 陸 軍 書 記 官 波 格 丹 · 赫 梅 利 尼 茨 基 卻 煽 動 了 謝 契 的 扎 波 羅 熱 人 造 反 。 我 統 率 下 的 哥 薩 克 人 們 幫 助 政 府 軍 鎮 壓 了 造 反 ， 但 是 在 黃 水 河 戰 役 之 前 ， 赫 梅 利 尼 茨 基 設 法 將 所 有 的 首 領 拉 到 了 他 那 一 邊 。 
str_swadian_rebellion_pretender_story_2|波 蘭 國 王 是 由 參 議 員 們 選 出 來 的 。 這 便 是 我 們 所 有 的 不 幸 的 根 源 。 波 蘭 共 和 國 絕 不 會 成 為 一 個 大 國 ， 直 到 出 現 一 名 真 正 的 國 王 ， 一 個 通 過 流 血 來 得 到 頭 銜 的 國 王 ， 而 不 是 一 個 憑 貴 族 們 的 一 時 的 念 頭 而 被 選 出 來 的 國 王 。 
str_vaegir_rebellion_pretender_story_2|俄 羅 斯 沙 皇 夢 想 壓 制 住 頓 河 一 帶 的 所 有 的 自 由 ， 然 而 哥 薩 克 人 會 為 了 自 己 而 站 起 來 的 。 當 一 名 真 正 的 皇 位 繼 承 人 到 來 了 ， 我 們 就 會 開 始 起 義 。 就 等 著 瞧 吧 ， 阿 列 克 謝 · 米 哈 伊 洛 維 奇 ！ 
str_khergit_rebellion_pretender_story_2|我 被 廢 黜 了 ， 太 不 公 平 了 ！ 伊 斯 蘭 · 格 萊 伊 對 國 家 大 事 一 點 也 不 了 解 ， 他 不 支 持 波 蘭 共 和 國 ， 而 是 打 算 和 哥 薩 克 人 聯 合 。 只 有 和 波 蘭 國 王 聯 合 ， 我 們 才 能 在 莫 斯 科 的 惡 龍 向 南 方 猛 烈 攻 擊 時 ， 把 它 擊 退 … … 
str_nord_rebellion_pretender_story_2|為 了 登 上 王 位 ， 我 選 擇 保 留 處 女 之 身 ， 這 跟 英 格 蘭 的 伊 麗 莎 白 很 像 。 我 選 擇 了 我 的 表 哥 普 法 爾 茨 的 卡 爾 · 古 斯 塔 夫 為 我 的 繼 承 人 。 然 而 這 個 奸 詐 的 卡 爾 並 不 滿 足 時 間 的 自 然 流 逝 ， 他 渴 望 快 點 得 到 王 權 。 
str_rhodok_rebellion_pretender_story_2|在 戰 役 的 前 一 夜 ， 他 們 闖 進 入 了 我 的 酋 長 營 帳 ， 幸 虧 有 貴 人 相 告 ， 我 才 逃 得 一 命 。 當 他 們 看 見 了 一 具 被 砍 成 了 許 多 塊 的 屍 體 後 ， 就 以 為 我 已 經 死 了 。 那 其 實 是 我 僕 人 的 屍 體 。 你 明 白 我 的 意 思 ？ 赫 梅 利 尼 茨 基 並 沒 有 為 我 們 人 民 的 未 來 著 想 ， 他 的 動 機 只 是 為 了 自 己 的 虛 榮 和 復 仇 。 他 在 毀 滅 烏 克 蘭 — — 對 此 我 毫 不 懷 疑 。 
str_swadian_rebellion_pretender_story_3|我 需 要 勇 敢 的 人 來 反 對 這 些 侵 略 者 ， 並 恢 復 大 立 陶 宛 。 並 且 我 完 全 有 權 利 ， 因 為 我 是 薩 莫 吉 希 亞 的 長 老 ， 維 爾 納 的 統 帥 ， 以 及 立 陶 宛 的 哥 薩 克 大 酋 長 ！ 
str_vaegir_rebellion_pretender_story_3|我 會 發 自 肺 腑 地 拖 長 音 呼 喊 加 油 的 口 號 ： 「 拉 纖 繩 啊 ， 用 力 拉 啊 ！ 從 纖 路 啊 ， 到 船 頭 啊 ！ 」 但 是 我 在 哪 裡 能 找 到 那 個 將 要 索 要 沙 皇 皇 位 的 人 呢 ？ 
str_khergit_rebellion_pretender_story_3|我 在 尋 找 值 得 信 賴 的 盟 友 。 如 果 克 裡 米 亞 的 米 兒 們 咱 能 加 入 我 這 一 方 ， 那 麼 蘇 丹 就 別 無 可 選 ， 只 能 再 一 次 指 定 我 為 可 汗 。 
str_nord_rebellion_pretender_story_3|在 得 到 了 軍 隊 的 支 持 之 後 ， 他 逼 我 退 位 。 這 可 是 在 我 贏 得 了 三 十 年 戰 爭 並 且 給 貴 族 們 贈 與 了 迄 今 為 止 都 無 法 想 象 的 特 權 之 後 。 我 確 信 ， 只 要 我 發 出 召 喚 ， 瑞 典 人 就 會 再 一 次 集 結 於 我 的 麾 下 ！ 
str_rhodok_rebellion_pretender_story_3|如 果 我 再 一 次 成 為 酋 長 ， 我 就 能 解 決 與 波 蘭 共 和 國 的 問 題 ， 而 烏 克 蘭 將 會 在 兄 弟 國 家 的 支 持 下 重 新 繁 榮 ！ 
str_swadian_rebellion_monarch_response_1|如 果 你 和 拉 齊 維 烏 秘 談 ， 恐 怕 我 得 讓 你 失 望 了 。 那 些 薩 莫 吉 希 亞 新 教 徒 很 支 持 他 們 的 同 類 ， 他 們 不 過 是 一 群 自 大 的 立 陶 宛 權 貴 而 已 。 他 們 的 野 心 就 像 他 們 的 錢 包 一 樣 鼓 鼓 的 。 
str_vaegir_rebellion_monarch_response_1|是 有 消 息 提 到 過 一 名 哥 薩 克 首 領 ， 叫 什 麼 來 著 … … 斯 金 卡 · 拉 辛 ， 呃 — — 據 說 他 在 頓 河 一 帶 發 動 叛 亂 。 我 等 不 及 要 在 克 裡 姆 林 宮 見 他 了 。 當 然 ， 是 見 被 鐵 鏈 綁 起 來 的 他 。 
str_khergit_rebellion_monarch_response_1|我 看 你 已 經 和 那 個 失 敗 的 默 罕 默 德 說 過 話 了 ？ 的 確 ， 他 曾 經 是 可 汗 ， 在 這 個 懦 夫 把 我 們 在 高 加 索 的 土 地 拱 手 讓 給 了 沙 皇 後 ， 我 們 偉 大 的 蘇 丹 將 可 汗 之 位 交 給 我 了 。 
str_nord_rebellion_monarch_response_1|克 麗 絲 蒂 娜 正 渴 望 王 位 ？ 她 一 直 是 個 我 行 我 素 、 不 顧 後 果 的 人 。 她 差 點 毀 了 這 個 國 家 — — 胡 亂 增 加 貴 族 們 的 頭 銜 ， 分 封 王 國 的 國 土 ， 還 揮 霍 無 度 ， 之 後 她 又 突 然 皈 依 了 天 主 教 。 
str_rhodok_rebellion_monarch_response_1|伊 凡 · 巴 拉 巴 什 將 自 己 的 靈 魂 出 賣 給 該 死 的 波 蘭 人 已 經 很 久 了 。 為 了 討 好 波 蘭 國 王 ， 他 成 為 陸 軍 元 帥 後 ， 對 哥 薩 克 人 狂 征 暴 斂 — — 還 幫 忙 傳 播 天 主 教 。 那 個 叛 徒 會 把 烏 克 蘭 變 為 波 蘭 的 奴 隸 。 
str_swadian_rebellion_monarch_response_2|一 個 連 馬 都 沒 有 的 波 蘭 貴 族 都 比 那 些 維 爾 納 的 分 裂 教 會 者 更 快 成 為 國 王 。 
str_vaegir_rebellion_monarch_response_2|我 們 羅 曼 諾 夫 氏 是 莫 諾 馬 赫 皇 冠 的 合 法 所 有 人 ， 那 些 反 叛 者 們 會 被 剁 手 跺 腳 和 車 裂 。 如 果 你 由 於 愚 蠢 或 意 志 薄 弱 卷 入 了 這 些 事 ， 就 去 保 密 局 坦 白 吧 — — 不 然 就 付 出 代 價 吧 。 
str_khergit_rebellion_monarch_response_2|我 懷 疑 他 回 來 能 不 能 讓 這 些 米 兒 咱 高 興 。 我 的 忠 告 是 忘 了 他 的 存 在 吧 。 唯 一 一 個 渴 望 見 到 他 的 人 ， 是 我 的 新 劊 子 手 
str_nord_rebellion_monarch_response_2|不 管 她 今 天 可 能 會 說 什 麼 ， 她 已 經 自 願 退 位 了 。 她 的 退 位 已 經 被 議 會 正 式 地 接 受 了 ， 而 現 在 連 哥 得 蘭 島 、 奧 蘭 群 島 、 奧 瑟 勒 自 治 市 、 波 美 拉 尼 亞 以 及 其 他 地 區 也 開 始 交 稅 了 。 瑞 典 是 新 教 徒 戰 士 的 國 家 ， 它 不 需 要 一 個 天 主 教 徒 女 王 。 她 當 自 己 是 英 格 蘭 的 伊 麗 莎 白 呢 。 
str_rhodok_rebellion_monarch_response_2|佩 列 亞 斯 拉 夫 議 會 曾 命 令 所 有 哥 薩 克 人 對 莫 斯 科 的 沙 皇 宣 誓 效 忠 。 只 有 在 東 正 教 國 家 的 羽 翼 的 保 護 下 ， 我 們 的 人 民 才 能 真 正 地 自 由 。 相 信 我 ， 我 們 國 家 的 未 來 絕 不 是 和 天 主 教 的 波 蘭 聯 合 。 只 有 腦 子 有 問 題 的 酋 長 才 會 和 強 大 的 俄 羅 斯 打 仗 … … 
str_credits_1|Mount&Blade^WithFireandSword^Credits:
str_credits_2|Sich Studio (Kiev)^^Project Manager and Video engineer:^Maxim Gorban^^Artists:^Andrei Domrachev^Sergei Shaterny^^Game Design:^Alexei Fedorych^^Written by:^Alexander Trubnikov^^Programmer: ^Vladimir Kushneruk 
str_credits_3|Contributionsby:^Akrit^DavletGiray-khan^Niko^ABC^Rebalancer^Yomen^Bestt^^Specialthanksto:^TotheforumandtheentireSichcommunity?(http://empiretw.ru),^UnicornGamesandNickolaiMatiychuk.^AperionStudio,OlgaBelayaandIgorShegolkovuinparticular^theVaultComputerClubinKiev,^thePlaygroundcomputerclubinMoscow.
str_credits_4|Unicorn Games (Kiev)^^Video engineer:^Nicholas Matiychuk^^Snowberry Connection (Stockholm)^^Executive producer:^Alexander Suslov^^International Marketing:^Pavel Nechaev^Vladimir Tortsov^^Licensing and Business Management:^Catherine Nemova 
str_credits_8|Assistant to the Licensing Department:^Elena Radovskya^^Financial Department:^Alexei Zdorov^^Assistant to the Financial Department:^Andrei Zadorozhniy^^Producer:^Sergei Klimov^^Snowball Studios (Moscow)^^Producer:^Michael Bruhanov 
str_credits_5|Technical Producers:^Michael Bruhanov^Alexander Radkevich^^Editors:^Uliana Erofeeva^Steve Breslin^^Cover Art:^Ganbat Badamkhand^^Artists:^Katherina Ladatko^Alexey Chistov 
str_credits_6|Interface Artist:^Mikhail Kolbasnikov^^Printing Artist:^Mikhail Kolbasnikov^^Composers:^Vadim Gankin^Petr Salnikov^Vladimir Kochetkov^^Vocal Performance:^Svetlana Schegolkova^Tatyana Roslikova^Svetlana Amerikantzeva-Schegolkova 
str_credits_9|Sound Producer:^Evelina Novikova^^Sound Supervisor:^Michael Matveev (RWS studio)^^Video Scripting:^Artem Schuyko^Alexander Suslov^^Intro video:^Alexander Safronov (SCWO)
str_credits_7|Special thanks to:^Aperion Studio, Olga Belaya and Igor Shegolkovu in particular^the Vault Computer Club in Kiev,^the Playground computer club in Moscow.
str_credits_10|QA team:^Michael Bruhanov^Alexander Radkevich^Victor Chaschin^Egor Botov^Sergey Egorov^Dmitry Kiyatkin^Viacheslav Erofeev^Stanislav Lobachev (Apeiron)^Nikita Pavlutin^Uliana Erofeeva^Alexander Suslov 
str_credits_11|Promotion:^Svyatoslav Kozlov^Maria Konovalova^Alexander Suslov^Vlalimir Tortsov^Artem Schuyko^^Russian Website:^Anton Zhevlakov^^Marketing Director:^Pavel Nechaev^^Chief Editor:^Evelina Novikova^^Technical Director:^Vitaly Klimov 
str_credits_12|TaleWorlds Entertainment (Ankara)^^Producer:^Mika'il Yazbeck^^Programming:^Arma? an Yavuz^Cem ? imenbi? er 
str_multi_scene_12|隨 機 平 原 （ 中 ） 
str_multi_scene_13|隨 機 平 原 （ 大 ） 
str_multi_scene_14|隨 機 草 原 （ 中 ） 
str_multi_scene_15|隨 機 草 原 （ 大 ） 
str_scn_mp_swed_zamok|維 堡 
str_scn_mp_nomad_camp|游 牧 營 地 
str_scn_mp_mosk_kreml|Not ready 
str_scn_mp_novgorod_fortress|山 中 城 堡 
str_scn_mp_rus_fortress|什 利 謝 利 堡 
str_scn_mp_tevt_zamok|Not ready 
str_scn_mp_mosk_monastyr|修 道 院 
str_scn_mp_old_castle|老 城 堡 
str_scn_mp_arena|競 技 場 
str_scn_mp_marketplace|集 市 
str_scn_mp_swamp_delta|沼 澤 三 角 洲 
str_scn_mp_forest_camp|林 間 營 地 
str_scn_mp_polya|原 野 
str_scn_mp_hillroad|丘 陵 之 路 
str_scn_mp_hutor|草 原 農 場 
str_scn_mp_river_village|河 畔 小 村 
str_scn_mp_forest_edge|森 林 邊 緣 
str_scn_mp_forest_road|森 林 之 路 
str_multi_scene_end|multi scene end 
str_multi_game_type_1|混 戰 模 式 
str_multi_game_type_2|組 隊 混 戰 
str_multi_game_type_3|戰 場 模 式 
str_multi_game_type_5|搶 旗 模 式 
str_multi_game_type_6|征 服 模 式 
str_multi_game_type_7|攻 城 模 式 
str_multi_game_type_8|決 斗 模 式 
str_multi_game_type_9|領 軍 死 斗 
str_multi_game_type_10|領 軍 合 作 
str_multi_game_type_11|領 軍 戰 場 
str_poll_kick_player_s1_by_s0|{s0}發 起 投 票 踢 出 玩 家 {s1}。 
str_poll_ban_player_s1_by_s0|{s0}發 起 投 票 禁 止 玩 家 {s1}進 入 服 務 器 。 
str_poll_change_map_to_s1_by_s0|{s0}發 起 投 票 更 換 地 圖 為 {s1}。 
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}發 起 投 票 更 換 地 圖 為 {s1}更 換 國 家 為 {s2}和 {s3}。 
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}發 起 投 票 改 變 虛 擬 人 數 量 為 {reg0}和 {reg1}。 
str_poll_kick_player|有 人 提 議 投 票 踢 出 玩 家 {s0}： ^1為 贊 成 ， 2為 反 對 。 
str_poll_ban_player|有 人 提 議 投 票 禁 止 玩 家 {s0}進 入 服 務 器 ： ^1為 贊 成 ， 2為 反 對 。 
str_poll_change_map|有 人 提 議 投 票 切 換 地 圖 為 {s0}： ^1為 贊 成 ， 2為 反 對 。 
str_poll_change_map_with_faction|有 人 提 議 投 票 切 換 地 圖 為 {s0}， 雙 方 勢 力 為 {s1}和 {s2}： ^1為 贊 成 ， 2為 反 對 。 
str_poll_change_number_of_bots|有 人 提 議 投 票 設 定 虛 擬 人 (bot)數 量 為 :{s0}{reg0}人 ， {s1}{reg1}人 ： ^1為 贊 成 ， 2為 反 對 。 
str_poll_time_left|（ 投 票 時 間 還 剩 {reg0}秒 ） 
str_poll_result_yes|多 數 人 通 過 了 投 票 。 
str_poll_result_no|多 數 人 否 決 了 投 票 。 
str_total_item_cost_reg0|裝 備 總 值 ： {reg0}
str_server_name|服 務 器 名 ： 
str_game_password|進 入 密 碼 ： 
str_map|地 圖 ： 
str_game_type|游 戲 模 式 ： 
str_max_number_of_players|最 大 人 數 ： 
str_number_of_bots_in_team_reg1|{reg1}隊 中 虛 擬 人 數 ： 
str_team_reg1_faction|{reg1}隊 所 屬 國 家 ： 
str_enable_valve_anti_cheat|允 許 Valve反 作 弊 （ 需 要 有 效 的 Steam賬 號 ） 
str_allow_friendly_fire|允 許 遠 程 隊 友 傷 害 
str_allow_melee_friendly_fire|允 許 隊 友 近 戰 傷 害 
str_friendly_fire_damage_self_ratio|隊 友 傷 害 到 自 己 (%)： 
str_friendly_fire_damage_friend_ratio|隊 友 傷 害 到 隊 友 (%)： 
str_spectator_camera|旁 觀 者 視 角 ： 
str_control_block_direction|格 擋 方 向 控 制 ： 
str_map_time_limit|地 圖 時 間 限 制 （ 分 鍾 ） ： 
str_round_time_limit|回 合 時 間 限 制 （ 秒 ） ： 
str_players_take_control_of_a_bot_after_death|玩 家 死 亡 後 切 換 到 虛 擬 人 ： 
str_team_points_limit|隊 伍 分 數 限 制 ： 
str_point_gained_from_flags|奪 旗 獎 勵 隊 伍 分 數 (%)： 
str_point_gained_from_capturing_flag|搶 旗 獎 勵 分 數 ： 
str_respawn_period|重 生 間 隔 時 間 （ 秒 ） ： 
str_add_to_official_game_servers_list|加 入 官 方 服 務 器 列 表 
str_combat_speed|戰 斗 速 度 ： 
str_combat_speed_0|最 慢 
str_combat_speed_1|稍 慢 
str_combat_speed_2|正 常 
str_combat_speed_3|稍 快 
str_combat_speed_4|最 快 
str_defender_spawn_count_limit|防 守 方 最 大 重 生 次 數 ： 
str_unlimited|無 限 制 
str_automatic|自 動 
str_by_mouse_movement|鼠 標 控 制 
str_free|自 由 
str_stick_to_any_player|鎖 定 任 一 玩 家 
str_stick_to_team_members|鎖 定 隊 友 
str_stick_to_team_members_view|鎖 定 為 隊 友 視 角 
str_make_factions_voteable|可 投 票 選 擇 勢 力 
str_make_kick_voteable|可 投 票 踢 玩 家 
str_make_ban_voteable|可 投 票 禁 止 玩 家 
str_bots_upper_limit_for_votes|可 投 票 選 擇 虛 擬 人 的 上 限 ： 
str_make_maps_voteable|可 投 票 選 擇 地 圖 
str_valid_vote_ratio|投 票 最 低 通 過 比 例 (%)： 
str_auto_team_balance_limit|自 動 隊 伍 平 衡 最 低 值 （ 相 差 ） ： 
str_welcome_message|歡 迎 信 息 ： 
str_initial_gold_multiplier|初 始 金 額 (%)： 
str_battle_earnings_multiplier|戰 斗 獎 金 (%):
str_round_earnings_multiplier|回 合 獎 金 (%)： 
str_allow_player_banners|允 許 個 性 旗 幟 
str_force_default_armor|強 制 起 始 防 具 
str_respawning_in_reg0_seconds|{reg0}秒 後 重 生 … … 
str_no_more_respawns_remained_this_round|此 局 已 不 能 復 活 
str_reg0_respawns_remained|（ 還 剩 {reg0}條 命 ） 
str_this_is_your_last_respawn|（ 這 是 你 的 最 後 一 條 命 ） 
str_wait_next_round|（ 等 候 下 一 回 合 ） 
str_yes_wo_dot|可 
str_no_wo_dot|否 
str_we_resign|我 們 沒 有 足 夠 的 兵 力 繼 續 作 戰 。 我 們 向 你 投 降 ， {playername}。 
str_i_resign|我 還 想 活 下 去 。 我 投 降 。 
str_s1_returned_flag|{s1}將 丟 失 的 旗 幟 重 新 奪 回 ！ 
str_s1_auto_returned_flag|{s1}旗 幟 自 動 回 到 了 他 們 的 基 地 ！ 
str_s1_captured_flag|{s1}俘 獲 敵 軍 旗 幟 ！ ！ 
str_s1_taken_flag|{s1}搶 到 了 敵 軍 旗 幟 ！ 
str_s1_neutralized_flag_reg0|{s1}已 中 立 化 旗 幟 {reg0}。 
str_s1_captured_flag_reg0|{s1}占 領 了 旗 幟 {reg0}！ 
str_s1_pulling_flag_reg0|{s1}開 始 在 {reg0}旗 區 升 旗 。 
str_s1_destroyed_catapult|{s1}摧 毀 投 石 機 ！ 
str_s1_destroyed_trebuchet|{s1}摧 毀 投 石 車 ！ 
str_s1_destroyed_all_targets|{s1}摧 毀 了 所 有 目 標 。 
str_s1_saved_1_target|{s1}保 護 了 一 個 目 標 。 
str_s1_saved_2_targets|{s1}守 住 了 所 有 目 標 ！ 
str_s1_defended_castle|{s1}守 住 了 城 堡 ！ 
str_s1_captured_castle|{s1}占 領 城 堡 ！ ！ 
str_auto_team_balance_in_20_seconds|20秒 內 將 自 動 調 整 雙 方 力 量 。 
str_auto_team_balance_next_round|下 一 回 合 將 自 動 調 整 雙 方 力 量 。 
str_auto_team_balance_done|自 動 調 整 雙 方 力 量 完 成 。 
str_s1_won_round|{s1}此 回 合 勝 ！ ！ 
str_round_draw|時 間 到 ， 平 局 。 
str_round_draw_no_one_remained|無 人 幸 存 ， 平 局 。 
str_death_mode_started|死 亡 時 間 開 始 ！ ！ 
str_reset_to_default|默 認 設 置 
str_done|完 成 
str_player_name|玩 家 
str_kills|殺 
str_deaths|沒 
str_ping|Ping 
str_dead|陣 亡 
str_reg0_dead|{reg0}陣 亡 
str_bots_reg0_agents|虛 擬 人 （ {reg0}人 ） 
str_bot_1_agent|虛 擬 人 （ 1人 ） 
str_score|得 分 
str_score_reg0|得 分 ： {reg0}
str_flags_reg0|（ 旗 幟 ： {reg0}） 
str_reg0_players|（ {reg0}玩 家 ） 
str_reg0_player|（ {reg0}玩 家 ） 
str_open_gate|開 柵 
str_close_gate|關 柵 
str_open_door|開 門 
str_close_door|關 門 
str_raise_ladder|架 梯 
str_drop_ladder|拆 梯 
str_back|返 回 
str_start_map|開 始 地 圖 
str_choose_an_option|選 項 ： 
str_choose_a_poll_type|投 票 類 型 ： 
str_choose_faction|選 擇 國 家 
str_choose_a_faction|選 擇 國 家 ： 
str_choose_troop|選 擇 兵 種 
str_choose_a_troop|選 擇 兵 種 等 級 ： 
str_choose_items|選 擇 裝 備 
str_options|選 項 
str_redefine_keys|重 新 定 義 鍵 值 
str_submit_a_poll|發 起 投 票 
str_administrator_panel|管 理 員 界 面 
str_kick_player|踢 出 玩 家 
str_ban_player|禁 止 玩 家 
str_mute_player|沉 默 玩 家 
str_unmute_player|取 消 沉 默 玩 家 
str_quit|退 出 
str_poll_for_changing_the_map|改 換 地 圖 
str_poll_for_changing_the_map_and_factions|改 換 地 圖 和 國 家 
str_poll_for_changing_number_of_bots|改 變 虛 擬 人 數 量 
str_poll_for_kicking_a_player|踢 出 玩 家 
str_poll_for_banning_a_player|禁 止 玩 家 
str_choose_a_player|選 擇 一 個 玩 家 ： 
str_choose_a_map|選 擇 一 個 地 圖 ： 
str_choose_a_faction_for_team_reg0|給 組 隊 {reg0}選 擇 一 個 國 家 ： 
str_choose_number_of_bots_for_team_reg0|給 組 隊 {reg0}選 擇 虛 擬 人 數 量 ： 
str_spectator|旁 觀 者 
str_spectators|旁 觀 者 
str_command|命 令 ： 
str_profile_banner_selection_text|給 你 的 角 色 選 定 一 面 旗 幟 
str_use_default_banner|使 用 國 家 默 認 旗 幟 
str_party_morale_is_low|你 的 一 些 士 兵 士 氣 低 下 ！ 
str_weekly_report|報 告 
str_has_deserted_the_party|已 經 逃 離 隊 伍 。 
str_have_deserted_the_party|已 經 逃 離 隊 伍 。 
str_space|
str_us_|我 軍 
str_allies_|友 軍 
str_enemies_|敵 人 
str_routed|逃 亡 
str_maximum_seconds_for_round_is_reg0|每 輪 的 最 大 秒 數 是 {reg0}。 
str_respawn_period_is_reg0_seconds|復 活 時 間 是 {reg0}秒 。 
str_bots_upper_limit_for_votes_is_reg0|投 票 可 以 設 置 的 最 大 虛 擬 人 數 為 {reg0}。 
str_map_is_voteable|此 地 圖 可 投 票 。 
str_map_is_not_voteable|此 地 圖 不 能 投 票 
str_factions_are_voteable|可 投 票 選 擇 國 家 。 
str_factions_are_not_voteable|不 可 投 票 選 擇 國 家 。 
str_players_respawn_as_bot|玩 家 作 為 虛 擬 人 重 生 。 
str_players_do_not_respawn_as_bot|玩 家 不 作 為 虛 擬 人 重 生 。 
str_kicking_a_player_is_voteable|可 以 投 票 踢 出 玩 家 。 
str_kicking_a_player_is_not_voteable|不 能 就 是 否 踢 出 一 名 玩 家 進 行 投 票 。 
str_banning_a_player_is_voteable|可 以 投 票 禁 止 玩 家 。 
str_banning_a_player_is_not_voteable|不 能 就 是 否 禁 止 一 名 玩 家 進 行 投 票 。 
str_player_banners_are_allowed|允 許 玩 家 旗 幟 。 
str_player_banners_are_not_allowed|不 允 許 玩 家 旗 幟 。 
str_default_armor_is_forced|默 認 防 具 已 被 強 制 使 用 。 
str_default_armor_is_not_forced|默 認 防 具 沒 有 強 制 使 用 。 
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|達 成 決 議 所 需 的 贊 成 票 比 例 是 {reg0}%。 
str_auto_team_balance_threshold_is_reg0|自 動 隊 伍 平 衡 的 臨 界 值 是 {reg0}。 
str_starting_gold_ratio_is_reg0|初 始 金 錢 比 率 是 {reg0}%。 
str_combat_gold_bonus_ratio_is_reg0|戰 斗 獎 金 獲 取 率 是 {reg0}%。 
str_round_gold_bonus_ratio_is_reg0|回 合 獎 金 比 率 是 {reg0}%。 
str_point_gained_from_flags_is_reg0|奪 旗 獲 得 的 隊 伍 分 數 為 {reg0}%。 
str_point_gained_from_capturing_flag_is_reg0|獲 得 旗 幟 的 獎 勵 分 數 為 {reg0}%。 
str_map_time_limit_is_reg0|地 圖 時 間 限 制 為 {reg0}分 鍾 。 
str_team_points_limit_is_reg0|隊 伍 分 數 限 制 為 {reg0}。 
str_defender_spawn_count_limit_is_s1|默 認 重 生 次 數 為 {s1}。 
str_reg4_killed_reg5_wounded_reg6_routed|{reg4}陣 亡 ， {reg5}受 傷 ， {reg6}逃 走 
str_reg4_killed_reg5_routed|{reg4}陣 亡 ， {reg5}逃 走 
str_reg4_killed_reg5_wounded|{reg4}陣 亡 ， {reg5}受 傷 
str_reg4_wounded_reg5_routed|{reg4}受 傷 ， {reg5}逃 走 
str_quick_battle_scene_1|三 角 沼 澤 
str_quick_battle_scene_2|河 邊 小 村 
str_quick_battle_scene_3|小 農 場 
str_quick_battle_scene_4|木 頭 堡 
str_quick_battle_scene_5|河 邊 要 塞 
