str_no_string|NO STRING!
str_rebellion_dilemma_upstanding|Bu biraz başbelası anlamına geliyor. {s46}'{.e} hürmetimi belirtmek mezar gibi boş ve geçersiz oluyor, ve topraklarımızı kargaşadan uzak tutan bağlılıkları feshetmek. Hem bana verasetin meşruluğunu desteklemek için bana söz verildi, ve {s45} aynı zamanda taht için meşru hakka sahip. 
str_rebellion_dilemma_2_default|[subject]
str_rebellion_dilemma_2_martial|Diğer taraftan, {s46} hem savaşta hem barışta bize önderlik etti ve ona oğlan bağlılığımı bırakmaktan nefret ediyorum.
str_rebellion_dilemma_2_quarrelsome|Peki söyle bana, bildiğim bir piçe neden sırtımı döneyim ki, {reg3?kadın:bir piç}{.nin} tarafında?
str_rebellion_dilemma_2_pitiless|Bu topraklara kimi {reg3?hükümdar:kral} yapardın diye sorulması düşülebilecek en tehlikeli pozisyon. Ama aynı zamanda hakkım olan ödülleri almak için de bana güzel bir fırsat da olabilir. 
str_rebellion_dilemma_2_cunning|{s46} meydan okudu, bu yüzden hakkı hiçbir zaman sorgulanmamış birisi kadar güçlü bir biçimde hüküm süremeyecek. Eğer {s45} tahtı zorbalıkla ele geçirirse, barış içinde üstesinden gelen birisi kadar asla güçlü olamayacak.
str_rebellion_dilemma_2_sadistic|Belki eğer {s45}'{.e} katılırsam {reg3?o:o} hala zayıfken {reg3?o:o} beni güçlendirecektir. Diğer taraftan eğer {s46}'{.e} kelleni götürürsem, çok daha büyük bir mükafat bile alabilirim.
str_rebellion_dilemma_2_goodnatured|{s46} bana her zaman anlayışlı davranmıştır, ama {s45}'{.e} yanlış yapmış olduğu da doğru. {s46}'{.e} olan bağlılığımdan vazgeçmeye tereddüt ediyorum, ama adaletsizliğin yanında olmak da yanlış diye düşünüyorum. 
str_rebellion_dilemma_2_upstanding|Krallık için en iyisi ne iyi onu yapmalıyım. Düşman tarafından perişan edilmesini ya da bir iç savaşın içine düşmesini açıkçası hiçbir zaman dilemem.
str_rebellion_prior_argument_very_favorable|Tahta adaylığın hakkında konuşulanları duydum, ve onlara katılma eğilimindeyim. 
str_rebellion_prior_argument_favorable|Tahta adaylığın hakkında konuşulanları duydum, ve onlara katılma eğilimindeyim. 
str_rebellion_prior_argument_unfavorable|Tahta adaylığın hakkında konuşulanları duydum, ama bunları çok ikna edici bulmadım.  
str_rebellion_prior_argument_very_unfavorable|Tahta adaylığın hakkında konuşulanları duydum, ama bunların çoğuna katılmıyorum.
str_rebellion_rival_default|[subject]
str_rebellion_rival_martial|Dostun {s44} artık bir kere cesaretimi ve onurumu sorguladı. Onunla savaş meydanında yüz yüze gelme şansını elde edebilmek için sabırsızlanıyorum, ki bu laflarını ona yedirebileyim.
str_rebellion_rival_quarrelsome|{s44} ile çalışıyor. O hainin tekidir, ona azıcık bile güvenmem.
str_rebellion_rival_pitiless|{s44}'{.nin} desteğini almış görünüyorsun... O yumuşak ve zayıf, asla inanmadığım biri
str_rebellion_rival_cunning|Sana çoktan katılmış olan {s44} güçlü ve sağlam biri.
str_rebellion_rival_sadistic|Hiçbir erdemi olmayan müttefikin {s44} yanında savaşa girmeye istekli değilim.
str_rebellion_rival_goodnatured|Şansımı {s44} ile denemek istemem, kendisi zalimlikleri ile anılıyor.
str_rebellion_rival_upstanding|Müttefikin {s44} bana göre güvenilmez, tehlikeli ve prensipleri olamayan biri.
str_rebellion_argument_favorable|Görüşüne saygı duyuyorum.
str_rebellion_argument_neutral|Görüşünü biraz zorlama buluyorum.
str_rebellion_argument_unfavorable|Görüşünü zorlama bulmuyorum.
str_rebellion_persuasion_favorable|mantıklı konuşuyorsun
str_rebellion_persuasion_neutral|nedenlerin açık
str_rebellion_persuasion_unfavorable|inandırıcı değilsin
str_rebellion_relation_very_favorable|kişisel olarak sana sonsuz saygı duyuyorum.
str_rebellion_relation_favorable|kişisel olarak seni tanıyorum ve sana saygı duyuyorum.
str_rebellion_relation_neutral|seni hoşlanacak kadar tanımıyorum.
str_rebellion_relation_unfavorable|sana güvenmiyorum
str_and_comma_3|üstelik
str_but_comma_3|oysa
str_and_comma_1|, ve 
str_but_comma_1|, ama 
str_and_comma_2|. dahası, 
str_but_comma_2|. düşünüyorum, 
str_rebellion_agree_default|[subject]
str_rebellion_agree_martial|Çok güzel, kararımı verdim. Veliahdım olarak {s45}'{.i} destekleyeceğim.
str_rebellion_agree_quarrelsome|Ahh, mantıklı konuşuyorsun. {s46}'{.i} hiçbir zaman çok sevmemiştim. Tahta onu daha çok hak eden birisi oturmalı.
str_rebellion_agree_pitiless|Şanslısın. Sana katılmaya karar verdim. Beni bu kararımdan dolayı pişman etme.
str_rebellion_agree_cunning|Bu çok tehlikeli bir plan... Ancak dikkatli bir gözden geçirmeden sonra sana katılmaya karar verdim. Umarım büyük bir hata yapmamışızdır...
str_rebellion_agree_sadistic|Güzel... Senin {s45}'{.i} destekleyeceğim. Ancak onun beni bolca ödüllendireceğinden emin olmalısın!
str_rebellion_agree_goodnatured|Tamam. Senin {reg3?adam:kadın}{.nin} iyi bir lider olacağını düşünüyorum. Sana katılıyorum.
str_rebellion_agree_upstanding|Öyle olsun. En büyük görevim bu dünyanın kanunsuzluğuna karşı savaşmaktır, {s45}'{.i} destekleyeceğim ve {s46}'{.e} olan bağlılığımı ilan edeceğim. Hatalıysam Tanrı beni bağışlasın.
str_rebellion_refuse_default|[subject]
str_rebellion_refuse_martial|Üzgünüm seni reddedeceğim. {s45} fena değil ama bu {s46}'{.e} sırtımı dönmem için yeterli değil. {beyim/hanımım}e sadık kalacağım.
str_rebellion_refuse_quarrelsome|Hayır diyorum. dostun {s45} bu diyarı yönetme kabiliyeti yok. Ben {s46} ile kalacağım.
str_rebellion_refuse_pitiless|Hayır, isyanınızı desteklemeyeceğim. Açgözlülüğünüz yeni bir oyuncak için ağlayan bir çocuğunki gibi. {s46} adaletler yönetir ve o iyi bir yöneticidir.
str_rebellion_refuse_cunning|Beni bağışla, ama sana inanmıyorum. Pek çokları ölecek ama ben onlardan biri olmayacağım. Üzgünüm kendi yollarımıza gitmeliyiz.
str_rebellion_refuse_sadistic|Hayır bu oyunlar bana göre değil. Taht için deliriyorsun ama sonunda dar ağacını boylayacaksın, {s46} ve ben senin asılışını izleyeceğiz.
str_rebellion_refuse_goodnatured|Beni bağışla ama {s46} benim ihanetimi hak etmiyor. Umarım yanıtım aramızı açmaz. 
str_rebellion_refuse_upstanding|Beni bağışla ama {s45}'{.nin} iyi bir hükümdar olacağını düşünmüyorum ve bir ayaklanmayı desteklemem. Korkarım kendi yoluma gideceğim. Hatalıysam Tanrı beni bağışlasın.
str_talk_later_default|[subject]
str_talk_later_martial|Şimdi politika yapma zamanı! Bugün savaşmaya hazır dostlarımla birlikte buradayım. Dövüşmeye hazırlansan iyi olur.
str_talk_later_quarrelsome|Seninle {beyim/hanımım}e ihanet etmeyi tartışacağımı mı sanıyorsun, onun ordusu tarafından kuşatılmışken? Beni ne sanıyorsun ahmak mı?
str_talk_later_pitiless|Dilini tut! Bu konuyla ilgili ne diyeceksem bunu şimdi burada söylemem, ordumuzun arasındayken.
str_talk_later_cunning|Bu konunun yeri ve zamanı değil. Bunu daha sonra başka bir yerde görüşebiliriz belki ama şimdilik düşmanız.
str_talk_later_sadistic|Çeneni kapatmalısın! Diğer soylular seninle konuştuğumu görseler neler olur?
str_talk_later_goodnatured|Demek benimle isyanı konuşmak istiyorsun? Bunu daha sonra {beyim/hanımım}in ordusunun arasında değilken tekrar sor.
str_talk_later_upstanding|Hareketinin başarısıyla ilgili düşüncelerim ne olursa olsun, bu konuyu burada görüşemeyiz. Eğer özel görüşebileceğimiz bir yerde tekrar karşılaşırsak, konuyla ilgili görüşlerini alabilirim. Ancak o zamana kadar düşmanız.
str_gossip_about_character_default|{s6}'{.nin} sıkıcı olduğunu söylüyorlar.
str_gossip_about_character_martial|{s6}'{.nin} savaştan başka bir şey sevmediğini söylüyorlar.
str_gossip_about_character_quarrelsome|{s6}'{.nin} bir başka soyluyla burun buruna geldiğini söylüyorlar, adamın onun burnuyla ilgili şaka yapması yüzünden.
str_gossip_about_character_selfrighteous|Duydum ki {s6} bir şövalyeyi idam ettirmiş, adamın onun arazisinde bir geyiği avlaması yüzünden.
str_gossip_about_character_cunning|Diyorlar ki {s6} azılı bir rakipmiş.
str_gossip_about_character_sadistic|Diyorlar ki {s6} düşmanlarına işkence yaptırtıyormuş. Onunla düşman olmayı istemem.
str_gossip_about_character_goodnatured|Diyorlar ki {s6} topraklarında yaşayanlara iyi davranan iyi birisi. Bir soylu için çok iyi biri.
str_gossip_about_character_upstanding|İnsanlar {s6}'{.nin} idaresinde olmaktan mutlular. Takipçilerine karşı iyi ve eğer iyi işler yaparlarsa onları ödüllendiriyor.
str_latest_rumor|{s6} hakkında duyduğum son söylenti şöyleydi:
str_swadian_rebellion_pretender_intro|Ben Prens Janusz Radziwill, Litvanya'nın Büyük Generali. 
str_vaegir_rebellion_pretender_intro|Ben Don Kazak'larının şefiyim. Bana Stepan Razin derler.
str_khergit_rebellion_pretender_intro|Ben Kırım Giray'larından Mehmed.
str_nord_rebellion_pretender_intro|Ben Christina, İsveç'in altıncı Kraliçesi, tüm Goth'ların ve Wend'lerin Hanım'ı.
str_rhodok_rebellion_pretender_intro|Ben Ivan Barabash. Herkesin ölü sandığı general.
str_swadian_rebellion_pretender_story_1|Biz Radziwill'ler Litvanya Büyük Prensi'nin soyundan geliyoruz,  Leh Krallığı'nı yöneten Jagiellon gibi. Bizimle karşılaştırıldığında günümüzün kralları ne Leh ne de Litvanya krallığını yönetme hakkına sahip olmayan yeni yetmeler.
str_vaegir_rebellion_pretender_story_1|Moskova Çar'ı adına Tatarlara karşı baskınlar düzenliyordum. Ve o bana olan minnetini nasıl gösterdi? Kardeşim idam edildi ve şimdi beni hapse atmak için peşimdeler.
str_khergit_rebellion_pretender_story_1|Ben Kaan Selyamet'in büyük oğuluyum. Yakın zamana kadar Kaan'ın Bahçesaray'daki emaneticisiydim, ancak tüm Giray'ların bağlı olduğu Porte kralı beni başarısız buldu ve yerime kardeşim Islam'ı getirdi.
str_nord_rebellion_pretender_story_1|Ben Kral Gustaf II Adolf ve Brandenburg'lu Maria Eleanor'un tek kızıyım. Bir yaşıma girdiğimde İsveç'in tüm yöreleri bana bağlılıklarını ilan ettiler. Geleceğin kraliçesi olarak iyi bir eğitim aldım. Yedi dil biliyorum – Almanca, Flemenkçe, Danca, İtalyanca, İspanyolca, Yunanca ve Latince; Aesop, Justinus, Livius, Caesar, ve Vergilius okudum. On ikime geldiğimde politika ve savaş hakkında çoktan bilgiliydim.
str_rhodok_rebellion_pretender_story_1|Benim kanım Kaak kanıdır. Önce Ötümende binbaşı ve albay oldum. Ardından Zaporozhian Hetmanlığına getirildim. Lehli ileri gelenlerle her zaman iyi geçinmeye çalıştım... Ancak saha sorumlusu Bogdan Hmelnitski Sich Zaporozhianlarını kışkırtarak bir isyan başlattı. Emrimdeki Kazaklar isyanı bastırmayı başardı, ancak Sarı Sular Savaşı'ndan önce Hmelnitski tüm şefleri kendi tarafına geçirmeyi başardı.
str_swadian_rebellion_pretender_story_2|Leh kralları senatörler tarafından seçilir. Şanssızlıklarımızın kaynağı da budur. Leh Krallığı hiçbir zaman büyük bir ulus olamayacak, doğuştan yönetme hakkına sahip dirayetli bir kral tarafından hükmedilmedikçe.
str_vaegir_rebellion_pretender_story_2|Rus Çarı Don yöresinin bütün halklarını birleştirmeyi düşlüyor, buna rağmen Kazaklar kendi başlarına durmaya kararlılar. Hakikatli bir veliaht ortaya çıktığı vakit isyan için hazır olacağız. Sonra bekleyeceğiz, Alexei Mikhailovich!
str_khergit_rebellion_pretender_story_2|Azledilmem büyük bir haksızlık! İslam Giray yönetim hakkında hiçbir şey bilmiyor ve Leh Krallığını desteklemekten başka, kazaklarla bir birleşme yolu arıyor. Yalnızca Leh Kralı'nın desteği ile Moskova ejderhasını defedebiliriz...
str_nord_rebellion_pretender_story_2|İngiltere'li Elizabeth gibi tahta çıktığımda bakire kalmaya karar verdim ve üvey kardeşim Pfalz'lı Carl Gustaf'ı varisim olarak seçtim, buna rağmen Carl dünyanın düzenine karşı çıktı ve sırası gelmeden tahta çıkmak için mücadeleye girdi.
str_rhodok_rebellion_pretender_story_2|Savaştan önceki gece generalin çadırına girdiler, ancak ben uyarılmıştım ve hayatımı kurtarmayı başardım. Parçalanmış bir beden gördüklerinde benim öldüğümü düşündüler. Aslında o uşağımın bedeniydi.  You Ne dediğimi biliyor musun? Hmelnitskihalkımızın geleceğini düşünmüyor, o öfke ve intikam duygusuyla hareket ediyor. Ukrayna'nın sonunu hazırlıyor – bu konuda şüphem yok.
str_swadian_rebellion_pretender_story_3|Halkın işgalcilere karşı ayaklanıp büyük Litvanya'yı tekrar kurmasını istiyorum. Vilna'nın savaş lordu ve Litvanya'nın Büyük Hetman'ı Zmudz olarak buna hakkım var.
str_vaegir_rebellion_pretender_story_3|Tüm içtenliğimle, bu haykırışı çokca seslendirdim: Saryn on kichka! Ama Çar'ın tahtına oturacak kişiyi nereden bulabilirim?
str_khergit_rebellion_pretender_story_3|Güvenilir dostlar arıyorum. Eğer Kırım Mirzalarının dostluğunu kazanabilirsem Sultan'ın beni tekrar Kaan ilan etmekten başka şansı kalmaz.
str_nord_rebellion_pretender_story_3|Düşmanın desteğini aldıktan sonra bana tahttan el çektirdi. Bunun ardından otuz yıl savaşlarını kazandım ve soyluları büyük bir katliamdan kurtardım! Eminim bir çağrıda bulunursam İsveç kılıcımın ardında tekrar benimle olacaktır.
str_rhodok_rebellion_pretender_story_3|Tekrar general olduğumda Leh Krallığı ile bir defa daha anlaşacağım ve böylece Ukrayna tekrar gelişmiş ulusların arasına katılacak.
str_swadian_rebellion_monarch_response_1|Eğer Radziwill'le gizlice görüşüyorsan seni hayal kırıklığına uğratmak zorundayım. Bu Zmudz Protestanları aile bağlarına çok düşkünler, cahil ve aç bil aç Litvanya kodamanları olmalarına rağmen.
str_vaegir_rebellion_monarch_response_1|Duyuldu ki Kazak Şef'lerinden biri, adı neydi... Stenka Razin, -- evet işte o, Don'a karşı bir ayaklanma başlatmış. Onu Kremlin'de görmek için sabırsızlanıyorum. Zincire vurulmuş bir halde elbette.
str_khergit_rebellion_monarch_response_1|Görüyorum ki Mehmed'le konuşmuşsun? Evet, o bir Kaan'dı, ancak Moskova Çar'ına Kafkasya'daki topraklarımızı verdikten ve Kazak'ların tarafına geçtikten sonra; Ulu Sultan, -Hükümranlığı daim olsun-  adaleti tekrar sağladı ve hükümetin başına beni getirdi. 
str_nord_rebellion_monarch_response_1|Christina tahta göz mü koymuş? O zaten o her zaman deli fişekti. Önce ülkeyi uçuruma sürükledi – soyluları iki katına çıkarttı, kraliyetin topraklarını dağıttı ve kraliyet zenginliklerini eğlencesi için harcadı. Ardından aniden Katolik oldu.
str_rhodok_rebellion_monarch_response_1|Ivan Barabash çoktan kendini lanetli Lehistanlı'ya sattı. Mareşal oldu ve Leh Kral'ını mutlu etmek için Kazak'lara ağır vergiler koydu – ardından Katolizm'i yaydı. O hain sonunda Ukrayna'yı Leh hakimiyetine geçirecek.
str_swadian_rebellion_monarch_response_2|Atsız bir Leh beyi bu Vilna bölücülerinden herhangi birinden çok önce kral olabilir.
str_vaegir_rebellion_monarch_response_2|Biz Romanov'larn Monomakh başlığının haklı taşıyıcılarıyız ve bize isyan etmeye cüret etmiş bu isyancılar paramparça edilecek.  Eğer es kaza ya da aptallıkla bu isyancılarla beraber hareket etmek gafletinde bulunduysan gidip gizli polise bildiklerini itiraf et – ya da kefaretini öde.
str_khergit_rebellion_monarch_response_2|Onun dönüşünün Mirza'ları memnun edeceğinden şüpheliyim. Önerim onun varlığını unutmanız olacaktır. Onun görüşmek için sabırsızlanan tek adam benim celladım.
str_nord_rebellion_monarch_response_2|Bugün ne derse desin, tahttan özgür iradesiyle çekildi. Onun çekilmesi Rijksdag tarafından resmen kabul edildi ve Gottland, Aland, Asel, Pomerania ve diğer yörelere vergiler konuldu. İsveç Protestant askerlerle korunan bir ülkedir ve kendini İngiltere'li Elizabeth'le özdeşleştiren Katolik bir kraliçeye ihtiyacı yok.
str_rhodok_rebellion_monarch_response_2|Pereyaslav Konsey'i tüm Kazak'ların Moskova Çar'ına bağlılık yemini etmelerini emretti. Halkımız ancak Ortodoks bir yönetimin altında gerçekten özgür olabilir. İnan bana kaderimiz Katolik bir Leh ile birleşmemiz değil. Rusya'ya yalnız aklını kaçırmış bir General savaş açabilir...
str_credits_1|Mount & Blade^Ateş ve Kılıç^Hazırlayanlar:
str_credits_2|Sich Stüdyo (Kiev)^^Proje Yöneticisi ve Video Mühendisi:^Maxim Gorban^^Sanatçılar:^Andrei Domrachev^Sergei Shaterny^^Oyun Tasarımcısı:^Alexei Fedorych^^Written by:^Alexander Trubnikov^^Programcı: ^Vladimir Kushneruk
str_credits_3|Destekleyenler:^Akrit^Davlet Giray-khan^Niko^ABC^Rebalancer^Yomen^Bestt^^Özel Teşekkür:^foruma ve tüm Sich topluluğuna  (http://empiretw.ru),^Unicorn Games ve Nickolai Matiychuk.^Aperion Stüdyo, Olga Belaya ve Igor Shegolkovu özellikle^the Vault bilgisayar klubü Kiev,^the Playground bilgisayar klubü Moskova.
str_credits_4|Unicorn Oyunları (Kiev)^^Video Mühendisi:^Nicholas Matiychuk^^Snowberry Connection (Stockholm)^^Baş Yapımcı:^Alexander Suslov^^Uluslararası Pazarlama:^Pavel Nechaev^Vladimir Tortsov^^Lisans ve İş Yöneticisi:^Catherine Nemova
str_credits_8|Lisans Departmanı Asistanları:^Elena Radovskya^^Financial Department:^Alexei Zdorov^^Finans Departmanı Asistanları:^Andrei Zadorozhniy^^Yapımcı:^Sergei Klimov^^Snowball Stüdyosu (Moskova)^^Producer:^Michael Bruhanov
str_credits_5|Technical Producers:^Michael Bruhanov^Alexander Radkevich^^Editors:^Uliana Erofeeva^Steve Breslin^^Cover Art:^Ganbat Badamkhand^^Artists:^Katherina Ladatko^Alexey Chistov
str_credits_6|Arayüz Tasarımcısı:^Mikhail Kolbasnikov^^Basım Sanatçısı:^Mikhail Kolbasnikov^^Besteciler:^Vadim Gankin^Petr Salnikov^Vladimir Kochetkov^^Vokal Performans:^Svetlana Schegolkova^Tatyana Roslikova^Svetlana Amerikantzeva-Schegolkova
str_credits_9|Sound Producer:^Evelina Novikova^^Sound Supervisor:^Michael Matveev (RWS studio)^^Video Scripting:^Artem Schuyko^Alexander Suslov^^Intro video:^Alexander Safronov (SCWO)
str_credits_7|Özel teşekkürler:^Aperion Stüdyosu, Olga Belaya ve Igor Shegolkovu özellikle^the Vault oyun klubü Kiev,^the Playground oyun klubü Moskova.
str_credits_10|QA takımı:^Michael Bruhanov^Alexander Radkevich^Victor Chaschin^Egor Botov^Sergey Egorov^Dmitry Kiyatkin^Viacheslav Erofeev^Stanislav Lobachev (Apeiron)^Nikita Pavlutin^Uliana Erofeeva^Alexander Suslov
str_credits_11|Promosyon:^Svyatoslav Kozlov^Maria Konovalova^Alexander Suslov^Vlalimir Tortsov^Artem Schuyko^^Rus İnternet Sitesi :^Anton Zhevlakov^^Marketing Director:^Pavel Nechaev^^Chief Editor:^Evelina Novikova^^Teknik Direktör:^Vitaly Klimov
str_credits_12|TaleWorlds Entertainment (Ankara)^^Kurucu ve İdari Direktör:^Armağan Yavuz^^Programlama Ekibi Lideri:^Cem Çimenbiçer^Serdar Koçdemir^^CG Ekip Lideri:^Özgür Saral^^İletişim Direktörü:^Ali Erkin^
str_multi_scene_12|Rastgele Düzlükler (Orta)
str_multi_scene_13|Rastgele Düzlükler (Büyük)
str_multi_scene_14|Rastgele Step (Orta)
str_multi_scene_15|Rastgele Step (Büyük)
str_scn_mp_swed_zamok|Vyborg
str_scn_mp_nomad_camp|Göçebe Kampı
str_scn_mp_mosk_kreml|Hazır Değil
str_scn_mp_novgorod_fortress|Tepelerde Bir Kale
str_scn_mp_rus_fortress|Oreshek
str_scn_mp_tevt_zamok|Not Ready
str_scn_mp_mosk_monastyr|Manastır Kale
str_scn_mp_old_castle|Eski Kale
str_scn_mp_arena|Arena
str_scn_mp_marketplace|Pazar Yeri
str_scn_mp_swamp_delta|Bataklık Deltası
str_scn_mp_forest_camp|Orman Kampı
str_scn_mp_polya|Tarlalar
str_scn_mp_hillroad|Tepe Yolu
str_scn_mp_hutor|Step Mezrası
str_scn_mp_river_village|Nehrin Üzerindeki Köy
str_scn_mp_forest_edge|Orman Sınırı
str_scn_mp_forest_road|Ormandaki Yol
str_multi_scene_end|Çoklu Sahne Sonu
str_multi_game_type_1|Ölüm Maçı
str_multi_game_type_2|Takımlı Ölüm Maçı
str_multi_game_type_3|Savaş
str_multi_game_type_5|Bayrak Kapmaca
str_multi_game_type_6|Fetih
str_multi_game_type_7|Kuşatma
str_multi_game_type_8|Düello
str_multi_game_type_9|Komutan-Takımlı Ölüm Maçı
str_multi_game_type_10|Komutan Ortaklaşa
str_multi_game_type_11|Komutan Savaş
str_poll_kick_player_s1_by_s0|{s0} {s1}'{.i} atmak için bir oylama başlattı.
str_poll_ban_player_s1_by_s0|{s0} {s1}'{.i} yasaklamak için bir oylama başlattı.
str_poll_change_map_to_s1_by_s0|{s0} haritayı {s1}'{.e} çevirmek için bir oylama başlattı.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} haritayı {s1}'{.e} ve tarafları {s2} ve {s3}'{.e} çevirmek için bir oylama başlattı.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} botların sayısını {reg0} ve {reg1} adete çevirmek için bir oylama başlattı.
str_poll_kick_player|{s0}'{.i} atmak için oylama: 1 = Kabul, 2 = Red
str_poll_ban_player|{s0}'{.i} yasaklamak için oylama: 1 = Kabul, 2 = Red
str_poll_change_map|Haritayı {s0}'{.e} çevirmek için oylama: 1 = Kabul, 2 = Red
str_poll_change_map_with_faction|Haritayı {s0}'{.e} ve tarafları {s1}'{.e} karşı {s2}'{.e} çevirmek için oylama: 1 = Kabul, 2 = Red
str_poll_change_number_of_bots|Botların sayılarını {s0} için {reg0} adete ve {s1} için {reg1} adete çevirmek için oylama: 1 = Kabul, 2 = Red
str_poll_time_left|({reg0} saniye kaldı)
str_poll_result_yes|Oylama çoğunluk tarafından kabul edildi.
str_poll_result_no|Oylama çoğunluk tarafından reddedildi.
str_total_item_cost_reg0|Toplam Harcama: {reg0}
str_server_name|Sunucu Adı:
str_game_password|Oyun Şifresi:
str_map|Harita:
str_game_type|Oyun Türü:
str_max_number_of_players|En Çok Oyuncu Sayısı:
str_number_of_bots_in_team_reg1|{reg1} Takımındaki Bot Sayısı:
str_team_reg1_faction|{reg1}. Takımın Tarafı:
str_enable_valve_anti_cheat|Valve Anti-şifresini Aç (Geçerli Steam üyeliği gerektirir)
str_allow_friendly_fire|Menzilli Dost Ateşine İzin Ver
str_allow_melee_friendly_fire|Yakın Dövüş Dost Darbesine İzin Ver
str_friendly_fire_damage_self_ratio|Kendine Dost Ateşi (%):
str_friendly_fire_damage_friend_ratio|Dostlarına Dost Ateşi(%):
str_spectator_camera|Gözlemci Kamerası:
str_control_block_direction|Kontrol Bloğu Yönü:
str_map_time_limit|Harita Zaman Sınırı (Dakika):
str_round_time_limit|El Zaman Sınırı (Saniye):
str_players_take_control_of_a_bot_after_death|Ölüm Anında Bota Geç:
str_team_points_limit|Takım Puan Limiti:
str_point_gained_from_flags|Bayraklardan Kazanılan Takım Puanı(%):
str_point_gained_from_capturing_flag|Bayrak Ele Geçirmekten Kazanılan Takım Puanları:
str_respawn_period|Tekrar Doğum Periyotu (Saniye):
str_add_to_official_game_servers_list|Resmi Oyun Sunucuları Listesine Ekle:
str_combat_speed|Dövüş Hızı:
str_combat_speed_0|Çok Yavaş
str_combat_speed_1|Yavaş
str_combat_speed_2|Orta
str_combat_speed_3|Hızlı
str_combat_speed_4|Çok Hızlı
str_defender_spawn_count_limit|Savunan Doğum Sayısı
str_unlimited|Sınırsız
str_automatic|Otomatik
str_by_mouse_movement|Fare Hareketi İle
str_free|Serbest
str_stick_to_any_player|Herhangi Bir Oyuncuya Kilitlen
str_stick_to_team_members|Takım Üyelerine Kilitlen
str_stick_to_team_members_view|Takım Üyelerinin Görüşüne Kilitlen
str_make_factions_voteable|Tarafları Değiştirmek İçin Oylamalara İzin Ver
str_make_kick_voteable|Oyuncuları Atmak İçin Oylamalara İzin Ver
str_make_ban_voteable|Oyuncuları Yasaklamak İçin Oylamalara İzin Ver
str_bots_upper_limit_for_votes|Oylamalar İçin Bot Sayısı Sınırı:
str_make_maps_voteable|Harita Değiştirmek İçin Oylamalara İzin Ver
str_valid_vote_ratio|Oylama Kabul Eşiği (%):
str_auto_team_balance_limit|Otomatik Takım Dengesi Eşiği (fark):
str_welcome_message|Hoşgeldin Mesajı:
str_initial_gold_multiplier|Başlangıç Altını (%):
str_battle_earnings_multiplier|Savaş Altını Bonusu (%):
str_round_earnings_multiplier|El Altını Bonusu (%):
str_allow_player_banners|Kişisel Sancaklara İzin Ver
str_force_default_armor|Zorunlu En Düşük Zırh
str_respawning_in_reg0_seconds|{reg0} saniye sonra yeniden doğulacak...
str_no_more_respawns_remained_this_round|Bu el için başka hayat kalmadı
str_reg0_respawns_remained|({reg0} hayat kaldı)
str_this_is_your_last_respawn|(Bu son hayatınız)
str_wait_next_round|(Sonraki eli bekleyin)
str_yes_wo_dot|Evet
str_no_wo_dot|Hayır
str_we_resign|Başka bir dövüşü kaldıracak gücümüz kalmadı. Size teslim oluyoruz, {playername}.
str_i_resign|Ölmek istemiyorum. Teslim oluyorum.
str_s1_returned_flag|{s1} bayrağını üsse geri götürdü!
str_s1_auto_returned_flag|{s1}'{.nin} bayrağı üsse otomatik olarak döndü!
str_s1_captured_flag|{s1} düşman bayrağını kaptı!
str_s1_taken_flag|{s1} düşman bayrağını aldı!
str_s1_neutralized_flag_reg0|{s1} {reg0} bayrağını temizledi.
str_s1_captured_flag_reg0|{s1} {reg0} bayrağını ele geçirdi!
str_s1_pulling_flag_reg0|{s1} {reg0} bayrağını çekmeye başladı.
str_s1_destroyed_catapult|{s1} mancınığı yok etti!
str_s1_destroyed_trebuchet|{s1} trebuşeyi yok etti!
str_s1_destroyed_all_targets|{s1} tüm hedefleri yok etti!
str_s1_saved_1_target|{s1} bir hedefi kurtardı.
str_s1_saved_2_targets|{s1} tüm hedefleri kurtardı.
str_s1_defended_castle|{s1} kaleyi savundu!
str_s1_captured_castle|{s1} kaleyi ele geçirdi!
str_auto_team_balance_in_20_seconds|Otomatik-denge 20 saniye içinde gerçekleşecek.
str_auto_team_balance_next_round|Otomatik-denge sonraki elde gerçekleşecek.
str_auto_team_balance_done|Takımlar otomatik-dengelendi.
str_s1_won_round|{s1} eli kazandı!
str_round_draw|Zaman doldu. El karıldı.
str_round_draw_no_one_remained|Zaman kalmadı. El karıldı.
str_death_mode_started|Çabuk! Sahanın ustası ol!
str_reset_to_default|Sıfırla
str_done|Tamam
str_player_name|Oyuncu Adı
str_kills|Öldürme
str_deaths|Ölüm
str_ping|Ping
str_dead|Ölüm
str_reg0_dead|{reg0} Ölüm
str_bots_reg0_agents|Botlar ({reg0} adet)
str_bot_1_agent|Bot (1 adet)
str_score|Skor
str_score_reg0|Skor: {reg0}
str_flags_reg0|(Bayrak: {reg0})
str_reg0_players|({reg0} oyuncu)
str_reg0_player|({reg0} oyuncu)
str_open_gate|Kapıyı Aç
str_close_gate|Kapıyı Kapat
str_open_door|Kapıyı Aç
str_close_door|Kapıyı Kapat
str_raise_ladder|Merdiveni Kaldır
str_drop_ladder|Merdiveni Düşür
str_back|Geri
str_start_map|Haritayı Başlat
str_choose_an_option|Bir Seçenek Seçin:
str_choose_a_poll_type|Bir Oylama Türü Seçin:
