str_no_string|NO STRING!
str_unnecessary_attack_martial|Ich bin durchaus bereit, Eure Herausforderung anzunehmen, {Herr/Herrin}, doch gewähre ich Euch noch eine Bedenkminute.
str_unnecessary_attack_quarrelsome|Bah! Ich bin heute nicht in Stimmung für derlei Aberwitz. Geht mir aus dem Weg.
str_unnecessary_attack_pitiless|Ich bin heute in gnädiger Stimmung. Ich will vorgeben, Euch überhört zu haben.
str_unnecessary_attack_cunning|Ich begreife nicht, was Ihr Euch davon versprecht, mich zum Feind zu haben. Vielleicht solltet Ihr einfach davonreiten.
str_unnecessary_attack_sadistic|Ich werde meine Zeit nicht mit einem Wurm wie Euch vertun. Geht mir aus dem Weg.
str_unnecessary_attack_goodnatured|Ich sehe Euren Nutzen darin nicht, einen Zank vom Zaun zu brechen, {Herr/Herrin}. Noch könnt Ihr davonreiten.
str_unnecessary_attack_upstanding|Wenn Ihr so auf einem Kampf besteht, {Herr/Herrin}, will ich Euch nicht enttäuschen. Überlegt, ob Ihr nicht davon lassen wollt.
str_lord_challenged_default|Wie Ihr wünscht. Erwartet den Tod!
str_lord_challenged_martial|So sei es. Verteidigt Euch!
str_lord_challenged_quarrelsome|Ihr dreckiger Köter! Ich zermalme Euch!
str_lord_challenged_pitiless|Wenn Ihr so dringend sterben wollt, dann muss ich Euch wohl behilflich sein.
str_lord_challenged_cunning|Nun gut, Ihr lasst mir die Wahl nicht...
str_lord_challenged_sadistic|Ihr schäbiger Haufen Kehricht! Ihr werdet Euch noch wünschen, nicht geboren zu sein.
str_lord_challenged_goodnatured|Also gut. Ich hatte gehofft, wir müssten die Waffen nicht ziehen, doch ich sehe, dass Ihr mir keine Wahl lasst.
str_lord_challenged_upstanding|So sei es. Es betrübt mich, dass Ihr keiner Vernunft zugänglich seid.
str_lord_mission_failed_default|Nun, ich bin enttäuscht, doch wird sich bestimmt die Möglichkeit finden, Euch zu erlösen.
str_lord_mission_failed_martial|Es ist ehrlos, Aufgaben nicht zu erfüllen, die Ihr selbst gewählt habt, doch ich will Euch Glauben schenken.
str_lord_mission_failed_quarrelsome|Ihr habt versagt? Bah. Ich hätte von Eurer Sorte nichts anderes erwarten sollen.
str_lord_mission_failed_pitiless|Ihr habt versagt? Nun. Ihr enttäuscht mich. Und das ist keine kluge Sache.
str_lord_mission_failed_cunning|Nun, ich bin enttäuscht, doch niemand kann sicher sein, dass das Schicksal ihm seine Sache nicht durchkreuzt.
str_lord_mission_failed_sadistic|Wirklich? Wer mir nicht gerecht wird, lebt nicht immer lang genug, um es zu bedauern. 
str_lord_mission_failed_goodnatured|Ach je. Es war wohl ein Schuss ins Blaue. Habt Dank, dass Ihr die Anstrengung auf Euch nahmt.
str_lord_mission_failed_upstanding|Nun, was kann man machen... Ich bin sicher, Ihr habt Euer Bestes versucht.
str_lord_follow_refusal_default|Mich Euch anschließen? Ihr vergesst Euren Platz, {Herr/Herrin}.
str_lord_follow_refusal_martial|Eines Tages vielleicht, wenn Ihr Euch als würdiger, ehrenhafter Krieger erwiesen habt, dann folge ich Euch gern. Doch dies ist nicht der Tag.
str_lord_follow_refusal_quarrelsome|Mich jemandem wie Euch anschließen? Ich glaube nicht.
str_lord_follow_refusal_pitiless|Edle wie ich folgen keinen Leuten wie Euch, {Herr/Herrin}.
str_lord_follow_refusal_cunning|Zeigt mir zunächst, dass Ihr nicht die Art {Mann seid, dessen/Frau seid, deren} Weg in den Untergang führt, dann mag es sein, dass ich mich anschließe.
str_lord_follow_refusal_sadistic|Ich glaube kaum! Eher solltet Ihr noch mir folgen wie ein geprügelter Hund seinem Meister.
str_lord_follow_refusal_goodnatured|Tja, ich habe gerade einige dringende Besorgungen zu machen. Vielleicht ein andermal.
str_lord_follow_refusal_upstanding|Zeigt Ihr mir zuerst, dass Ihr würdig seid, den Befehl zu führen. Dann folge ich Euch vielleicht.
str_lord_insult_default|gemeiner Haderlump
str_lord_insult_martial|ehrloser Gauner
str_lord_insult_quarrelsome|dreckstrotzender Bastard
str_lord_insult_pitiless|mickriger Wurm
str_lord_insult_cunning|tumber Idiot
str_lord_insult_sadistic|schnüffelnder Köter
str_lord_insult_goodnatured|unangenehmer Kerl
str_lord_insult_upstanding|ehrloser Schurke
str_rebellion_dilemma_default|[Subjekt]
str_rebellion_dilemma_martial|{s45} wurde eindeutig Unrecht getan. Auch wenn ich {s46} die Treue schwor -- hat er sich den Thron ergaunert, verpflichtet mich nichts, ihn zu unterstützen.
str_rebellion_dilemma_quarrelsome|Hm. {s46} hat mir meinen Anteil nie gegeben, daher sehe ich nicht, dass ich ihm etwas schuldig wäre. Allerdings ist {s45} vermutlich auch nicht besser, während {s46} sich immerhin bewiesen hat.
str_rebellion_dilemma_pitiless|Hm. {s45} behauptet, {reg3?rechtmäßige Erbin:rechtmäßiger Erbe} des Throns zu sein. Das trifft sich -- ich bin nicht mehr an meinen Eid gegenüber {s46} gebunden. Dennoch muss ich meine Entscheidung gut überdenken...
str_rebellion_dilemma_cunning|Hm. Ich leistete den Ehrenschwur gegenüber {s46}, doch wer Macht hat, für den ist ein Eid nicht so bindend. Verpflichtet sind wir nur unserer eigenen Fähigkeit zu herrschen, Befehle zu erteilen und Kriege zu vermeiden.
str_rebellion_dilemma_sadistic|Hm. In dieser grausamen Welt muss ein Mann an sich denken, denn sonst tut’s keiner. Also -- was springt für mich heraus?
str_rebellion_dilemma_goodnatured|Ich weiß nicht, was ich sagen soll. Ich schwor {s46} als rechtmäßigem Herrscher die Treue, doch wenn er der rechtmäßige nicht ist, fühle ich mich daran nicht gebunden.
str_rebellion_dilemma_upstanding|Da zieht Unbill auf. Es wöge schwer, wollte ich meine Treue gegenüber {s46} für null und nichtig erklären und die Bande kappen, die unser Land vor der Gesetzlosigkeit bewahren. Doch bin ich auch der Legitimität der Nachfolge verpflichtet, und der Anspruch von {s45} ist nicht von der Hand zu weisen.
str_rebellion_dilemma_2_default|[Subjekt]
str_rebellion_dilemma_2_martial|Andererseits hat {s46} uns durch Krieg wie Frieden geführt, und es ist mir abscheulich, unsere Allianz aufzulösen.
str_rebellion_dilemma_2_quarrelsome|Sagt also Ihr mir, warum sollte ich einen Bastard verraten, den ich kenne -- um eines Bastards willen, der mir fremd ist?
str_rebellion_dilemma_2_pitiless|Es ist eine höchst prekäre Frage, wen man zum {reg3?Herrscher:König} dieses Landes machen würde. Natürlich ist es auch eine Zeit, in der ich endlich alle Belohnungen winken, die mir längst zustehen!
str_rebellion_dilemma_2_cunning|{s46} wurde angezweifelt und kann daher nie ein so starker Herrscher sein wie einer, dessen Anspruch außer Frage steht. Doch wenn {s45} den Thron mit Gewalt erlangt, wird {reg3?sie:er} nie so stark wie jemand, der friedlich obsiegt.
str_rebellion_dilemma_2_sadistic|Wenn ich zu {s45} stoße, solange {reg3?sie:er} noch schwach ist, werde ich vielleicht belohnt... Wenn ich andererseits {s46} Euer Haupt bringe, fällt die Belohnung womöglich noch üppiger aus.
str_rebellion_dilemma_2_goodnatured|{s46} hat mich stets anständig behandelt, doch dass er {s45} Unrecht tat, ist wahr. Ich zögere, {s46} meine Gefolgschaft aufzukündigen, aber Ungerechtigkeit will ich auch nicht unterstützen.
str_rebellion_dilemma_2_upstanding|Ich fühle, dass ich tun muss, was zum Besten des Landes ist. Ich wünsche nicht, dass es von Bürgerkrieg und feindlichen Überfällen verzehrt wird.
str_rebellion_prior_argument_very_favorable|Ich habe schon einiges gehört, was für Euren Thronanwärter spricht, und bin geneigt, ihn zu untersützten.
str_rebellion_prior_argument_favorable|Ich habe schon einiges gehört, was für Euren Thronanwärter spricht, und bin geneigt, ihn zu untersützten.
str_rebellion_prior_argument_unfavorable|Ich habe schon einiges gehört, was für Euren Thronanwärter spricht, doch bin ich nicht überzeugt.
str_rebellion_prior_argument_very_unfavorable|Ich habe schon einiges gehört, was für Euren Thronanwärter spricht, doch war ich meist anderer Ansicht.
str_rebellion_rival_default|[Subjekt]
str_rebellion_rival_martial|Euer Verbündeter {s44} zog einst meine Ehre und meine Tapferkeit in Zweifel. Ich brenne darauf, ihm in der Schlacht zu begegnen und ihn zum Verstummen zu bringen.
str_rebellion_rival_quarrelsome|Ihr macht gemeinsame Sache mit {s44}. Er ist ein wendiges Wiesel, und ich traue ihm keinen Schritt weit.
str_rebellion_rival_pitiless|Offenbar habt Ihr Euch der Sache von {s44} verschrieben... Er ist weich und schwach, er kann kein Lehen verwalten. Ich habe ihn stets verachtet.
str_rebellion_rival_cunning|{s44}, der bereits mit Euch ist, ist ein dickschädliger Streitsucher. Ihr geht ein Risiko ein mit ihm.
str_rebellion_rival_sadistic|Ich will nicht an der Seite Eures Verbündeten {s44} fechten, der ständig mit seiner Tugendhaftigkeit prahlt.
str_rebellion_rival_goodnatured|Viel Lust habe ich nicht, mit Leuten wie {s44} zu kämpfen, die wegen ihrer Grausamkeit verschrien sind.
str_rebellion_rival_upstanding|Euer Verbündeter {s44} ist meiner Ansicht nach ein gefährlicher, unverlässlicher Mann ohne Prinzipien.
str_rebellion_argument_favorable|Ich respektiere Eure Argumentation
str_rebellion_argument_neutral|Ich finde Eure Argumentation bedingt überzeugend
str_rebellion_argument_unfavorable|Eure Argumentation überzeugt mich nicht
str_rebellion_persuasion_favorable|Was Ihr sagt, ist sinnvoll
str_rebellion_persuasion_neutral|Eure Gründe sind klar
str_rebellion_persuasion_unfavorable|Ihr überzeugt mich nicht
str_rebellion_relation_very_favorable|Ich habe für Euch persönlich den größten Respekt.
str_rebellion_relation_favorable|Ich kenne und respektiere Euch persönlich.
str_rebellion_relation_neutral|Ich kenne Euch nicht so gut, wie mir lieb wäre.
str_rebellion_relation_unfavorable|Ich traue Euch nicht.
str_and_comma_3|Außerdem 
str_but_comma_3|Allerdings
str_and_comma_1|, und 
str_but_comma_1|, aber 
str_and_comma_2|. Obendrein 
str_but_comma_2|. Ich glaube, 
str_rebellion_agree_default|[Subjekt]
str_rebellion_agree_martial|Also gut, ich habe mich entschieden. Ich werde {s45} als rechtmäßigen Nachfolger unterstützen.
str_rebellion_agree_quarrelsome|Ah, jetzt klingt Ihr vernünftig. Ich hielt ohnehin nie viel von {s46}. Es sollte ein würdigerer Mann auf dem Thron sitzen.
str_rebellion_agree_pitiless|Ihr habt Glück. Ich habe beschlossen, mich Euch anzuschließen. Nun gebt mir bloß keinen Grund, meine Entscheidung zu bereuen.
str_rebellion_agree_cunning|Der Plan ist höchst gefährlich... doch nach langen Erwägungen habe ich beschlossen, zu Euch zu stoßen. Beten wir, dass wir keinen schrecklichen Fehler machen.
str_rebellion_agree_sadistic|Also schön... Ich unterstütze {reg3?Eure Frau:Euren Mann} {s45}. Sorgt Ihr nur dafür, dass ich gut belohnt werde!
str_rebellion_agree_goodnatured|Also gut. Ich glaube, {reg3?Eure Frau:Euer Mann} gäbe einen guten Herrscher ab. Ich bin mit Euch.
str_rebellion_agree_upstanding|So sei es. Meine erste Pflicht gilt diesem Land, und auf dass es nicht in Gesetzlosigkeit falle, will ich {s45} unterstützen und {s46} die Gefolgschaft aufsagen. Möge der Himmel mir vergeben, wenn ich mich irre.
str_rebellion_refuse_default|[Subjekt]
str_rebellion_refuse_martial|Ich fürchte, ich muss Euch enttäuschen. Der Anspruch von {s45} ist nicht schlecht, doch er reicht mir nicht, um {s46} den Rücken zu kehren. Ich bleibe meinem Fürsten treu.
str_rebellion_refuse_quarrelsome|Ich sage nein. Euer Welpe {s45} hat nicht das, was es braucht, um dieses Reich zu regieren. Ich bleibe bei {s46}.
str_rebellion_refuse_pitiless|Nein, ich unterstütze Eure Rebellion nicht. Eure Wut ist die eines verzogenen Kindes, das nach neuem Spielkram schreit. {s46} regiert zu Recht... und mit gerechter Hand!
str_rebellion_refuse_cunning|Vergebt mir, doch ich bezweifle, dass Ihr allzu große Chancen habt. Viele werden sterben, und mir steht der Sinn nicht danach, mich einzureihen. Ich fürchte, unsere Wege werden sich trennen.
str_rebellion_refuse_sadistic|Nein, diese Spiele sind nichts für mich. Ihr strebt nach der Krone, doch am Ende tanzt Ihr am Strick, und {s46} und ich sehen zu.
str_rebellion_refuse_goodnatured|Vergebt mir, doch {s46} verdient es nicht, dass ich ihn verrate. Ich hoffe, ihr nehmt mir die Absage nicht gram.
str_rebellion_refuse_upstanding|Vergebt mir, doch ich glaube nicht, dass {s45} gerecht regieren könnte, und werde keine Revolte unterstützen. Ich fürchte, ich muss eigene Wege gehen... Der Himmel möge mir vergeben, wenn ich irre.
str_talk_later_default|[Subjekt]
str_talk_later_martial|Dies ist nicht die Zeit für politische Diskussionen! Ich bin heute mit meinen verbündeten Fürsten hier, gerüstet zur Schlacht. Bereitet Euch lieber auf den Kampf vor.
str_talk_later_quarrelsome|Erwartet Ihr von mir ein Gespräch über Verrat an meinem Fürsten, während wir von seiner Armee umgeben sind? Was, glaubt Ihr, bin ich -- ein verdammter Narr?
str_talk_later_pitiless|Hütet Eure Zunge! Was ich zu dieser Sache zu sagen hätte, äußere ich nicht heute und nicht hier, mitten unter unserer Armee.
str_talk_later_cunning|Dies sind wohl kaum Ort und Zeit für ein solches Gespräch. Vielleicht können wir ein andermal davon reden. Heute bleiben wir Feinde.
str_talk_later_sadistic|Ihr solltet Euch den Mund zunähen lassen! Könnt Ihr Euch ausmalen, was geschähe, wenn die anderen Edlen uns fänden, wie wir diese Ränke schmieden?
str_talk_later_goodnatured|Ihr wollt also Euren Aufstand mit mir bereden? Versucht das doch, wenn wir gerade nicht von der Armee meines Fürsten umzingelt sind, dann will ich Euch mein Ohr leihen.
str_talk_later_upstanding|Was immer ich denken mag von legitimer Nachfolgerschaft, ich bin jetzt nicht bereit, es Euch darzulegen. Sollten wir uns wiedersehen und im Vertrauen sprechen können, will ich anhören, was Ihr dazu zu sagen habt. Doch heute -- betrachtet mich als Feind.
str_gossip_about_character_default|Man sagt, dass {s6} ein rechter Langweiler sei.
str_gossip_about_character_martial|Es heißt, {s6} liebe nichts mehr als den Krieg.
str_gossip_about_character_quarrelsome|Man sagt, {s6} hätte sich jüngst beinahe mit einem anderen Edlen duelliert, weil der über seine Nase gescherzt hatte.
str_gossip_about_character_selfrighteous|Ich hörte, {s6} ließ einen Knappen hinrichten, der in seinem Wald ein Reh getötet hatte.
str_gossip_about_character_cunning|Von {s6} heißt es, er sei ein verschlagener Gegner.
str_gossip_about_character_sadistic|Es heißt, {s6} foltere gerne seine Feinde. Ich möchte seinen Unwillen nicht auf mich ziehen.
str_gossip_about_character_goodnatured|Von {s6} sagt man, er sei ein guter Mann, der die Einwohner seiner Lande anständig behandelt. So viel kann man selten von den Edlen behaupten.
str_gossip_about_character_upstanding|Die Leute sagen, es sei gut, bei {s6} in Diensten zu stehen. Er behandle seine Untergebenen freundlich und belohne sie, wenn sie gute Arbeit täten.
str_latest_rumor|Das neueste Gerücht, das Euch über {s6} zu Ohren kam:
str_swadian_rebellion_pretender_intro|Ich bin der Groß-Hetman von Litauen, Prinz Janusz Radziwill.
str_vaegir_rebellion_pretender_intro|Ich bin der Anführer der Donkosaken. Stepan Razin heißt man mich.
str_khergit_rebellion_pretender_intro|Ich bin Mehmed von den Giray der Krim.
str_nord_rebellion_pretender_intro|Ich bin Christina, sechste Königin Schwedens, Herrin aller Goten und Wenden.
str_rhodok_rebellion_pretender_intro|Mein Name ist Ivan Barabasch. Ja, der Hetman, den man längst für tot hielt.
str_swadian_rebellion_pretender_story_1|Wir Radziwill sind Nachfahren des litauischen Großprinzen Gediminas, so wie die Jagiellon, die die Polnische Republik regierten. Im Vergleich zu unserem ist der Anspruch der heutigen Hochstapler von Königen ohne Recht auf die Kronen Polens oder Litauens nichtig. 
str_vaegir_rebellion_pretender_story_1|Ich habe auf Geheiß des russischen Zaren viele Feldzüge gegen die Tataren unternommen. Und wie zeigt er seine Dankbarkeit? Mein Bruder wurde verleumdet und hingerichtet, ich werde gejagt und soll vor Gericht stehen.
str_khergit_rebellion_pretender_story_1|Ich bin der älteste Sohn von Khan Selyamet. Bis vor kurzem war der Palast des Khan in Bachtschyssaraj mein rechtmäßiger Sitz. Doch der Sultan der Hohen Pforte, dem alle Giray Treue schwören, erachtete mich als meinen Pflichten nicht gewachsen und installierte meinen jüngeren Bruder Islam an meiner Statt!
str_nord_rebellion_pretender_story_1|Ich bin die einzige Tochter von König Gustav II Adolf und Maria Eleonora von Brandenburg. Ganz Schweden schwor mir Treue, sowie ich ein Jahr alt war. Als zukünftige Königin genoss ich erstklassige Bildung. Ich beherrsche sieben Sprachen -- Deutsch, Niederländisch, Dänisch, Italienisch, Spanisch, Griechisch und Latein. Ich las Aesop, Justinus, Livius, Caesar und Vergil. Als ich zwölf Jahre alt wurde, war ich schon ausnehmend bewandert in Politik und Kriegskunst.
str_rhodok_rebellion_pretender_story_1|In mir fließt fürwahr das Blut der Kosaken. Ich war der Yesaul des Regiments, dann ein Tscherkessenobrist, zuletzt amtierender Hetman des Saporoger Heers. Stets versuchte ich, mit dem polnischen Adel Frieden zu halten... Doch der Sondersekretär Bogdan Hmelnitski hetzte die Saporoger in der Sitsch auf und begann eine Rebellion. Die Kosaken unter meiner Führung halfen zwar den Kräften der Krone, die Aufrührer zu bezwingen, doch vor der Schlacht an den Gelben Wassern gelang es Hmelnitski, alle Anführer für sich zu gewinnen.
str_swadian_rebellion_pretender_story_2|Der polnische König wird von Senatoren gewählt. Dies ist die Wurzel aller Unbilden. Aus der Polnischen Republik wird nie eine große Nation, bis nicht ein wahrer König auf dem Thron sitzt -- einer, der den Titel kraft Blutrechts trägt, nicht wegen der Launen des Adels.
str_vaegir_rebellion_pretender_story_2|Der Zar von Russland träumt davon, die Don vollständig zu unterwerfen, doch die Kosaken werden weiter für sich kämpfen. Und ist erst der wahre Thronerbe da, dann folgt die Rebellion. Und dann warte nur, Alexei Michailowitsch!
str_khergit_rebellion_pretender_story_2|Meine Absetzung war der Gipfel der Ungerechtigkeit! Islam Giray hat keine Ahnung von Staatsdingen. Anstatt die Polnische Republik zu unterstützen, strebt er eine Union mit den Kosaken an. Dabei können wir nur gemeinsam mit dem polnischen König den Feldzug des Drachen Moskau in Richtung Süden aufhalten...
str_nord_rebellion_pretender_story_2|Auf meinem Weg zum Thron beschloss ich, meine Jungfräulichkeit zu bewahren, ganz wie Elisabeth von England. Ich machte meinen Vetter Karl Gustav von der Pfalz zu meinem Nachfolger. Doch gab sich der Heimtückische nicht mit dem Lauf der Dinge zufrieden und beschloss, den Weg zur Macht etwas zu kürzen.
str_rhodok_rebellion_pretender_story_2|Am Vorabend der Schlacht drangen sie in des Hetmans Zelt ein, doch ich war gewarnt und entkam lebendig. Sie hielten mich für tot, sowie sie eines zerhauenen Leichnams ansichtig wurden. Doch das war nur mein Diener. Hört Ihr, was ich sage? Hmelnitski bedenkt die Zukunft unserer Leute nicht. Hohle Ruhm- und Rachsucht treiben ihn an. Er ist der Untergang der Ukraine -- daran zweifle ich keinen Augenblick.
str_swadian_rebellion_pretender_story_3|Ich bedarf tollkühner Krieger, um die Invasoren zu stürzen und Groß-Litauen wiederherzustellen. Und das ist auch mein Recht -- als Ältester Schemaitiens, Kriegsherr von Wilna und Großhetman Litauens!
str_vaegir_rebellion_pretender_story_3|Wahrlich, lange schon brennt er mir in der Kehle, der Kriegsschrei „Saryn on kitchka!“ Doch wo finde ich den, der den Zarenthron beanspruchen kann?
str_khergit_rebellion_pretender_story_3|Ich suche vertrauenswürdige Verbündete. Wenn die Mirzas der Krim sich auf meine Seite schlügen, hätte der Sultan keine Wahl, als mich wieder zum Khan zu machen.
str_nord_rebellion_pretender_story_3|Er vergewisserte sich der Unterstützung der Armee, dann zwang er mich abzudanken. Und dies, nachdem ich den Dreißigjährigen Krieg gewonnen und den Adel mit ungekannten Privilegien versorgt hatte! Ich bin sicher, ich brauche nur zu rufen, und Schweden wird sich unter meiner Hand erneut vereinen!
str_rhodok_rebellion_pretender_story_3|Bin ich erst wieder Hetman, kann ich mich mit der Polnischen Republik einigen, und die Ukraine erblüht inmitten ihrer Brudernationen!
str_swadian_rebellion_monarch_response_1|Wenn Ihr in geheimem Austausch mit Radziwill steht, muss ich Euch wohl enttäuschen. Diese Protestanten Schemaitiens haben eine viel zu hohe Meinung von Ihresgleichen. Sie sind hoffärtige litauische Magnaten mit Ansprüchen so überzogen, wie ihre Börsen überladen sind.
str_vaegir_rebellion_monarch_response_1|Es heißt, dass einer der Kosakenanführer... wie hieß er gleich... Stenka Razin, ja... dass er eine Rebellion gegen die Don unternommen hat. Ich kann es kaum erwarten, ihn im Kreml zu sehen. In Ketten, versteht sich.
str_khergit_rebellion_monarch_response_1|Ihr habt also mit dem Versager Mehmed gesprochen? Wahrhaftig, ein Khan ist er gewesen, doch als dieser Feigling unsre Lande in Kaukasien an den moskowischen Zaren auslieferte und sich auf Seiten der Kosaken schlug, beschloss der glorreiche Sultan, möge er für Zeitalter regieren, um der Gerechtigkeit willen die Regierung mir zu übertragen.
str_nord_rebellion_monarch_response_1|Kristina strebt nach dem Thron? Sie ist einfach unberechenbar. Erst treibt sie das Land fast in den Ruin... erhöht die Stellung des Adels, gibt die Länder der Krone fort, verprasst ein Vermögen für ihre Hofhaltung und Vergünstigungen für ihre Favoriten. Dann konvertiert sie plötzlich zum Katholizismus.
str_rhodok_rebellion_monarch_response_1|Ivan Barabasch hat uns schon lange an die verfluchten Polen verraten. Wurde Feldmarschall, bürdete den Kosaken untragbare Steuern auf, um dem polnischen König zu schmeicheln -- und half dann, den katholischen Glauben zu verbreiten. Der Verräter führt die Ukraine stracks zurück in die polnische Unterdrückung.
str_swadian_rebellion_monarch_response_2|Ein polnischer Edler ohne Pferd würde eher König als all diese Schismatiker aus Wilna.
str_vaegir_rebellion_monarch_response_2|Wir Romanows sind die rechtmäßigen Träger der Mütze des Monomach. Diese Meuterer sollen auf der Streckbank und dem Rad gebrochen werden. Habt Ihr Euch aus Torheit oder Unwissenheit eingemischt, dann geht zur Geheimabteilung und gesteht, was Ihr wisst -- oder zahlt den Preis.
str_khergit_rebellion_monarch_response_2|Seine Rückkehr dürfte die Mirzas nicht freuen. Daher rate ich, seine Existenz zu vergessen. Der einzige Mann, der ihn sehen will, ist mein neuer Henker.
str_nord_rebellion_monarch_response_2|Was immer sie auch heute sagt, sie hat aus freien Stücken abgedankt. Ihr Rücktritt wurde offiziell im Rijksdag akzeptiert, und in Gotland, Aland, Asel, Pommern und anderen Gegenden wurden Steuern eingeführt. Schweden ist eine Nation protestantischer Soldaten. Für eine katholische Königin, die sich für Elisabeth von England hält, ist da kein Platz.
str_rhodok_rebellion_monarch_response_2|Der Rat von Perejaslaw befahl allen Kosaken, dem Zaren der Moskauer Rus Treue zu schwören. Nur unter dem Schirm einer orthodoxen Nation wäre unser Volk wahrhaft frei. Und glaubt mir, die Zukunft unseres Landes liegt mitnichten in einer Union mit dem katholischen Polen. Nur ein Hetman, der den Verstand verloren hat, würde Krieg gegen Russland führen...
str_credits_1|Mount & Blade^With Fire and Sword^Mitwirkende:
str_credits_2|Sich Studio (Kiew)^^Projektmanagement:^Maxim Gorban^^Grafiken:^Andrei Domrachev^Sergei Shaterny^^Spieldesign:^Alexei Fedorich^^Geschrieben von:^Alexander Trubnikov^^Programmierung: ^Vladimir Kushneruk
str_credits_3|Unterstützung von:^Akrit^Davlet Giray-Khan^Niko^АВС^Rebalancer^Yomen^Bestt^^Besonderen Dank an:^das Forum und die ganze Sitsch-Community  (http://empiretw.ru),^Unicorn Games and Nickolai Matiychuk.^Aperion Studio, Olga Belaya und Igor Shegolkovu im Besonderen^den Vault Computer Club in Kiew,^den Playground Computer Club in Moskau.
str_credits_4|Unicorn Games (Kiew)^^Video-Engineer:^Nicholas Matiychuk^^Snowberry Connection (Stockholm)^^Produktionsleitung:^Alexander Suslov^^Internationales Marketing:^Pavel Nechaev^Vlalimir Tortsov^^Lizenzen und Business Management:^Catherine Nemova
str_credits_8|Assistenz Lizenzen:^Elena Radovskii^^Finanzen:^Alex Zdorov^^Assistenz Finanzen:^Andrew Zadorozhnii^^Produktion:^Sergei Klimov^^Snowball Studios (Moskau)^^Produktion:^Michael Bryukhanov
str_credits_5|Technische Produktion:^Mikhail Bruhanov^Alexander Radkevich^^Bearbeitung:^Uliana Erofeeva^Steve Breslin^^Covergestaltung:^Ganbat Badamkhand^^Grafiken:^Katherina Ladatko^Alexey Chistov
str_credits_6|Interface-Grafiken:^Mikhail Kolbasnikov^^Printgrafiken:^Mikhail Kolbasnikov^^Komposition:^Vadim Gankin^Petr Salnikov^Vladimir Kochetkov^^Sprecher:^Svetlana Schegolkova^Tatyana Roslikova^Svetlana Amerikantzeva-Schegolkova
str_credits_9|Soundproduktion:^Evelina Novikova^^Sound-Supervision:^Mikhail Matveev (RWS Studio)^^Videoskript:^Artem Schuyko^Alexander Suslov^^Intro-Video:^Alexander Safronov (SCWO)
str_credits_7|Besonderen Dank an:^Aperion Studio, Olga Belaya und Igor Shegolkovu im Besonderen^den Vault Computer Club in Kiew,^den Playground Computer Club in Moskau.
str_credits_10|Qualitätssicherung:^Michael Bruhanov^Alexander Radkevich^Victor Chaschin^Egor Botov^Sergey Egorov^Dmitry Kiyatkin^Viacheslav Erofeev^Stanislav Lobachev (Apeiron)^Nikita Pavlutin^Uliana Erofeeva^Alexander Suslov
str_credits_11|Promotion:^Svyatoslav Kozlov^Maria Konovalova^Alexander Suslov^Vlalimir Tortsov^Artem Schuyko^^Russische Website:^Anton Zhevlakov^^Marketingleitung:^Pavel Nechaev^^Bearbeitungsleitung:^Evelyn Novikov^^Technische Leitung:^Vitaly Klimov
str_credits_12|TaleWorlds Entertainment (Ankara)^^Produktion:^Mika'il Yazbeck^^Programmierung:^Armağan Yavuz^Cem Çimenbiçer
str_multi_scene_12|Zufällige Ebenen (mittel)
str_multi_scene_13|Zufällige Ebenen (groß)
str_multi_scene_14|Zufällige Steppe (mittel)
str_multi_scene_15|Zufällige Steppe (groß)
str_scn_mp_swed_zamok|Vyborg
str_scn_mp_nomad_camp|Nomadenlager
str_scn_mp_mosk_kreml|Nicht bereit
str_scn_mp_novgorod_fortress|Eine Burg in den Hügeln
str_scn_mp_rus_fortress|Oreschek
str_scn_mp_tevt_zamok|Nicht bereit
str_scn_mp_mosk_monastyr|Klosterfestung
str_scn_mp_old_castle|Alte Burg
str_scn_mp_arena|Arena
str_scn_mp_marketplace|Marktplatz
str_scn_mp_swamp_delta|Sumpfdelta
str_scn_mp_forest_camp|Waldlager
str_scn_mp_polya|Felder
str_scn_mp_hillroad|Hügelstraße
str_scn_mp_hutor|Steppengehöft
str_scn_mp_river_village|Dorf am Fluss
str_scn_mp_forest_edge|Waldsaum
str_scn_mp_forest_road|Straße im Wald
str_multi_scene_end|Multiszene Ende
str_multi_game_type_1|Deathmatch
str_multi_game_type_2|Team-Deathmatch
str_multi_game_type_3|Schlacht
str_multi_game_type_5|Flaggenjagd
str_multi_game_type_6|Eroberung
str_multi_game_type_7|Belagerung
str_multi_game_type_8|Duell
str_multi_game_type_9|Kapitän Team-Deathmatch
str_multi_game_type_10|Kapitän Ko-op
str_multi_game_type_11|Kapitän Sclacht
str_poll_kick_player_s1_by_s0|{s0} votiert, Spieler {s1} zu entfernen.
str_poll_ban_player_s1_by_s0|{s0} votiert, Spieler {s1} zu verbannen.
str_poll_change_map_to_s1_by_s0|{s0} votiert, zu Karte {s1} zu wechseln.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} votiert, zu Karte {s1} und Fraktionen {s2} sowie {s3} zu wechseln.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} votiert, Botzahlen zu {reg0} und {reg1} zu wechseln.
str_poll_kick_player|Votum, Spieler {s0} zu entfernen: 1 = Dafür, 2 = Dagegen
